numregistro,fecha,precio
72,10/04/2019,8206571
43,25/12/2018,928896
90,03/10/2018,4302338
20,08/03/2018,3075644
78,23/11/2018,4381213
6,09/05/2019,7689775
83,22/08/2017,580586
19,24/02/2017,9516926
72,23/04/2017,4633168
53,26/12/2016,6922872
16,24/10/2016,5723578
41,30/03/2019,9625884
80,09/01/2018,3794002
55,01/12/2016,3286074
65,15/05/2017,1975647
39,09/12/2018,6611195
55,18/08/2017,9508394
88,10/12/2017,2661168
100,22/05/2018,6101279
62,19/03/2019,5323775
28,24/01/2018,1103356
65,08/10/2016,4886329
9,09/09/2017,2605250
75,11/03/2018,3308095
60,14/12/2017,5790885
47,17/08/2017,5124031
50,21/03/2018,6023311
54,06/06/2017,4943173
74,06/09/2018,5168990
2,30/03/2017,8521763
15,21/03/2019,1788456
38,20/11/2018,4361910
18,02/07/2016,9129324
52,13/12/2017,6991866
75,28/01/2017,7375431
4,18/02/2019,1698611
75,29/12/2017,6835171
28,02/09/2016,5321861
88,23/12/2016,8440157
17,23/07/2017,4870637
76,14/04/2018,633181
90,31/12/2016,5464365
14,05/06/2019,3792778
67,11/03/2018,4604108
11,18/05/2018,3992978
19,23/09/2016,5647457
99,23/09/2017,5346162
35,26/12/2016,4753310
15,28/02/2017,1623785
13,16/05/2019,8540933
68,18/10/2018,7652690
78,08/03/2019,3831316
27,08/04/2019,4574716
73,14/10/2016,1344048
56,24/01/2017,3278123
96,14/05/2017,2377359
56,20/05/2018,7239200
93,19/08/2016,5306387
16,26/11/2017,6381880
95,11/05/2019,4408695
44,30/12/2017,8879076
18,11/08/2018,4601781
96,01/07/2018,7835641
36,21/08/2018,8830808
100,13/12/2016,5936036
47,18/09/2016,9018164
36,01/08/2018,8801168
50,21/10/2016,3419322
52,18/03/2018,3670512
2,24/02/2017,745116
76,31/12/2016,813341
100,03/01/2019,528238
47,05/06/2018,1488688
76,07/11/2018,3649669
2,08/08/2017,2943391
31,07/10/2018,742285
98,08/06/2017,9365068
59,07/07/2016,6477508
18,15/05/2019,1183778
71,31/03/2017,9361651
24,20/11/2017,9683787
40,23/11/2018,8134959
79,11/03/2018,3199163
83,05/06/2019,3093408
30,05/03/2018,1201322
84,08/02/2019,643844
44,07/03/2017,4030844
69,06/02/2017,2409790
53,03/05/2017,6621913
26,04/07/2017,5174666
43,18/03/2019,4724284
32,06/07/2017,9115970
99,18/10/2016,6001966
90,14/04/2018,7527868
42,13/07/2016,6387992
10,10/09/2016,7801556
46,05/11/2017,848437
1,03/10/2018,8441380
28,28/11/2017,5727535
15,10/02/2018,7262583
66,21/03/2017,3701347
11,16/09/2016,8836935
89,20/07/2016,5596409
52,05/09/2016,9167515
80,30/10/2018,7592372
14,12/06/2017,3418106
88,11/02/2019,638000
67,09/07/2018,5415900
39,12/03/2018,8654576
97,28/01/2017,1097915
43,12/04/2017,7479677
6,11/05/2019,3493317
6,03/01/2019,687319
37,23/02/2019,6035976
33,12/04/2018,3853754
81,25/07/2017,7718850
3,29/10/2016,4529633
44,02/11/2018,2316106
75,24/08/2016,2178545
79,13/08/2017,8294968
56,22/05/2018,6472299
97,25/02/2018,7653503
52,01/10/2016,1188821
10,28/06/2018,5269104
11,10/05/2019,6128658
89,13/12/2018,2094899
18,02/03/2017,4356281
54,11/04/2018,8561319
80,27/01/2017,9027037
86,27/06/2018,1199859
20,30/01/2017,1752267
35,11/09/2017,6755256
26,06/07/2018,4365238
69,28/03/2017,5334956
49,11/04/2017,9226917
67,29/03/2019,1720376
49,29/04/2018,7692268
18,30/01/2018,7148942
3,25/09/2016,5760409
47,31/01/2019,3649929
23,24/05/2017,4179773
63,19/06/2016,979323
30,08/07/2016,8232771
62,11/04/2019,3540053
49,06/04/2017,2704410
97,28/08/2018,4330817
13,20/08/2018,8272265
20,29/05/2019,5136208
37,14/10/2016,4173085
20,13/12/2018,933111
86,24/03/2019,870013
22,26/11/2018,1686246
100,08/09/2018,7069838
14,05/04/2018,4307367
74,21/01/2019,987671
60,25/02/2019,2151990
3,22/04/2019,2557013
7,01/02/2019,5622941
98,16/12/2016,3753797
100,11/11/2017,8453599
88,09/10/2016,4897999
85,17/04/2019,5524315
73,29/09/2018,2182893
77,17/05/2018,4135570
95,10/12/2017,3418326
39,11/08/2018,4419518
5,27/07/2017,7440053
64,13/02/2018,3176140
19,03/10/2016,3768311
67,25/08/2017,9040435
77,05/09/2016,724524
94,10/09/2018,1404252
50,13/04/2018,7237125
6,01/07/2016,7811291
87,11/03/2018,1397157
29,03/11/2017,1594096
70,10/06/2016,9924771
80,07/02/2017,5246941
16,02/05/2019,5845853
93,03/02/2019,3400280
60,25/09/2016,2997911
97,08/01/2018,2550946
3,02/11/2017,6884828
5,04/08/2016,4439721
7,15/04/2017,6609756
94,18/07/2018,4020855
62,25/02/2017,8261337
13,03/06/2017,816273
30,22/09/2017,9236348
9,16/09/2018,1422754
72,16/05/2017,3465924
78,21/03/2019,3813235
23,11/06/2017,6013419
55,25/11/2017,7086588
71,26/08/2016,9246665
78,16/03/2018,7210446
74,07/09/2018,959520
86,10/12/2017,6794971
36,30/11/2016,9505905
50,26/11/2017,6430946
95,26/12/2017,6083657
46,17/11/2017,5868625
85,08/08/2018,7143365
81,11/03/2018,3573492
88,15/06/2016,2737681
92,22/06/2017,3797539
7,05/12/2018,8477944
76,06/11/2016,5268656
45,08/02/2018,1921486
27,28/11/2018,9647092
94,25/02/2019,1793854
51,20/08/2016,6153848
84,20/07/2018,6466113
47,22/06/2017,7709146
69,30/07/2016,1953294
36,09/05/2017,5360325
41,20/03/2019,6698841
4,29/01/2017,6701201
57,08/06/2016,8647094
58,15/09/2016,2865654
91,25/12/2016,4470061
49,25/12/2016,681712
79,18/10/2018,979921
23,13/02/2019,5459465
70,03/07/2018,5844635
11,24/04/2018,5771265
8,10/02/2018,8298224
86,26/05/2017,8912248
33,04/04/2018,853380
65,23/04/2018,4403371
28,22/07/2016,2440007
38,04/09/2018,6721317
32,09/06/2017,6258883
94,11/02/2017,6991134
87,24/08/2016,7662748
5,01/07/2017,8429502
65,29/07/2018,9290247
98,27/04/2018,8402275
98,10/04/2018,1040757
63,18/10/2016,9741822
41,17/12/2017,6043749
50,23/09/2017,5252280
43,18/11/2016,9878153
65,06/02/2017,2703839
99,15/01/2017,3856024
78,23/08/2017,8780296
100,21/12/2017,5825996
93,28/03/2018,4080696
93,30/11/2017,7347379
12,13/11/2017,4337648
44,27/05/2019,6853352
71,10/07/2017,1020935
68,05/11/2017,4128329
56,11/10/2018,8398141
96,21/07/2017,5596489
32,10/12/2016,8156372
87,19/02/2017,7756795
23,03/07/2016,3317709
89,12/10/2016,8180836
62,23/12/2018,9936113
28,13/03/2017,3717640
33,01/03/2019,651201
16,15/10/2018,2732285
66,22/02/2019,4414975
24,31/01/2019,9340525
48,19/06/2017,1627686
67,02/03/2017,8227284
35,22/11/2017,8072151
38,04/10/2018,4218744
71,02/10/2016,4187278
78,30/12/2018,4899559
32,28/11/2018,1098129
93,05/10/2018,2395292
73,03/09/2016,6511499
22,04/01/2019,4786910
56,26/02/2019,7016551
5,28/05/2019,9548877
51,29/10/2016,5242024
82,03/06/2017,2924162
98,09/10/2016,4297986
40,01/03/2019,6952868
57,28/05/2019,7418108
40,02/04/2018,6364738
75,09/05/2019,7307987
96,07/03/2017,694605
38,18/09/2017,9475795
24,10/11/2016,1450162
24,16/12/2018,6674013
36,27/11/2018,3136086
7,15/04/2019,5577824
40,29/12/2017,9013035
81,01/01/2017,8905120
68,24/07/2016,1379753
79,04/05/2018,2536333
27,14/03/2019,6141167
93,22/02/2017,8565893
67,22/06/2017,6798108
99,09/06/2017,8641547
34,22/07/2018,4969640
7,04/09/2017,4528410
23,26/08/2017,594718
37,23/01/2019,2054207
86,18/07/2016,5084592
46,06/11/2016,2803239
31,22/12/2018,7820597
34,26/02/2017,798570
63,28/06/2018,1684441
90,10/05/2017,3291364
66,03/10/2018,6787119
67,03/06/2017,4027821
55,05/10/2016,9958362
54,18/08/2016,3270681
77,25/07/2016,2038586
25,07/10/2017,6206772
16,06/06/2019,3598723
93,29/08/2018,9156724
75,24/11/2018,3419451
31,03/06/2018,5949094
84,13/07/2018,1370627
44,24/03/2017,5280356
84,30/04/2019,1080601
32,10/12/2018,4557560
62,08/05/2018,7455229
38,21/09/2017,6066921
72,26/09/2016,8474865
70,02/06/2017,3847909
6,13/09/2017,8316240
39,26/05/2018,6914551
61,01/03/2017,9388091
55,17/02/2017,2032182
27,27/10/2017,4056681
33,27/09/2017,872016
17,10/01/2018,2117552
99,23/05/2019,5292223
96,28/09/2017,9335236
52,21/04/2019,5469923
98,28/05/2019,3174653
86,19/05/2017,1926810
64,11/12/2016,1296259
79,11/10/2016,8305294
58,10/11/2016,7843134
75,05/06/2018,8666747
48,22/02/2019,4379374
3,06/09/2016,7400022
31,07/06/2018,5388374
38,06/11/2017,2439402
58,05/11/2018,6054863
64,22/12/2016,9827206
23,20/08/2016,3676065
44,12/02/2018,1983026
17,25/09/2018,9360963
86,01/02/2018,8151006
84,22/07/2016,7211405
62,21/11/2017,8279436
38,02/07/2018,9393691
80,27/02/2017,4819959
94,03/07/2017,2062743
30,05/07/2018,908642
6,02/01/2017,7931859
12,23/09/2018,8988078
62,13/08/2017,5739932
75,29/03/2018,7173769
27,05/05/2019,3802712
94,08/07/2016,6557316
53,01/04/2018,7870895
4,07/07/2016,5582035
21,30/09/2016,9233235
67,02/10/2016,5493791
53,13/05/2018,3885975
75,26/02/2019,1886061
84,08/02/2019,9104509
91,18/07/2017,564549
5,16/11/2017,778450
48,30/04/2019,5432497
57,19/02/2019,4926281
92,17/12/2016,9386602
81,16/06/2016,6966478
38,26/07/2016,5863352
30,11/09/2016,4704557
29,03/07/2016,1689918
12,27/11/2018,769693
100,01/07/2018,9713080
86,24/06/2016,6773998
19,12/04/2018,1475015
9,28/05/2017,9638608
79,24/04/2019,6995578
24,01/12/2017,4592472
58,02/02/2017,2388051
73,24/05/2017,8141314
3,25/06/2018,6480287
55,13/05/2019,6719332
21,13/06/2016,9447977
73,12/06/2016,8858066
33,08/04/2018,1315043
47,06/12/2018,8102589
37,09/10/2017,3005715
42,26/07/2018,6098074
96,18/04/2019,5386806
68,12/05/2019,2193183
36,06/06/2018,7191236
97,15/08/2016,7703857
99,27/06/2018,9864906
84,15/09/2017,5770273
29,01/11/2017,8865671
5,20/09/2017,6149496
46,10/11/2016,1890452
90,22/06/2017,5861262
32,16/09/2016,4251565
84,03/05/2019,1363879
23,26/08/2018,3100897
95,29/01/2018,9062719
29,04/07/2016,567420
92,26/06/2018,3138842
35,28/07/2017,8551884
40,03/08/2018,9347777
86,17/06/2016,7193570
10,16/09/2017,4740014
63,13/05/2019,9854360
24,06/02/2017,8817962
1,08/09/2018,2928879
1,03/08/2018,8189002
11,31/08/2017,1221191
30,25/12/2017,5456651
92,15/04/2019,4153604
61,20/09/2017,2659667
39,07/09/2018,4200925
30,20/06/2018,8481571
32,28/06/2016,3773298
57,29/03/2017,5214108
75,16/07/2016,962352
67,06/04/2017,3153259
88,09/11/2018,2416916
83,10/08/2016,1056268
43,08/01/2018,5194700
44,02/04/2017,8407225
28,06/03/2019,1178652
24,28/10/2018,9333543
40,23/12/2018,6506130
26,02/03/2018,4721195
1,26/08/2016,5161979
22,09/08/2016,8370508
79,16/08/2017,8688727
16,28/09/2017,4513626
80,29/05/2018,4696895
76,06/08/2018,8284669
65,26/04/2019,8245723
96,12/07/2016,4973993
57,02/12/2016,7941882
63,19/07/2018,6541201
21,14/12/2016,1425576
62,14/01/2017,4846723
52,29/05/2018,1940158
50,04/05/2019,4353887
26,26/11/2016,1951158
86,02/04/2018,4842460
94,22/01/2019,3429749
55,30/08/2017,8469114
3,07/12/2016,1321541
7,06/04/2019,6714170
97,22/05/2018,4226729
52,31/05/2017,7706356
9,19/05/2019,9948638
56,07/10/2018,9509320
65,14/08/2018,6217799
91,05/03/2019,7153606
25,30/08/2016,1013778
6,10/04/2018,6861439
87,25/02/2018,8819208
8,05/10/2017,1151278
33,30/06/2018,8823263
35,04/07/2017,5857619
5,11/06/2016,4148545
56,11/10/2017,4507729
81,12/03/2017,9139878
89,20/05/2018,3248775
75,31/01/2017,6043028
63,28/05/2018,5520706
8,07/01/2018,6465439
34,25/09/2017,1980785
100,24/08/2016,1014797
16,17/01/2017,5946433
62,27/08/2017,1659145
58,12/04/2017,7807355
51,06/02/2017,1848938
12,01/04/2017,5111560
7,05/01/2019,9668890
5,21/10/2018,6631255
39,24/07/2017,9800896
43,01/10/2017,6023091
66,24/12/2018,5658489
12,13/11/2017,7615671
52,04/07/2016,9061685
84,18/05/2019,520562
37,13/01/2018,7583644
74,02/10/2018,579092
71,23/01/2019,2288220
45,06/01/2019,9723353
63,21/08/2016,6558843
90,02/03/2018,2921468
18,14/09/2016,4890161
86,31/07/2016,3651781
50,09/04/2018,5156758
50,08/09/2017,6302302
9,07/05/2018,7449341
40,11/08/2017,1314005
90,22/05/2018,6627081
56,17/06/2018,4634688
25,17/05/2019,9941819
88,09/08/2016,7010492
77,10/03/2018,5244433
25,30/07/2016,920357
38,24/08/2017,3771233
78,14/08/2018,2639986
97,20/03/2018,4718042
31,01/08/2017,5426116
18,20/08/2018,9482765
80,24/09/2016,8212667
54,16/11/2017,2850503
7,07/02/2017,2371031
71,23/03/2017,6914944
93,28/09/2018,8593331
25,10/08/2016,6688159
80,01/08/2018,3504970
83,15/04/2017,4035553
10,15/05/2019,5372341
80,08/08/2018,7604544
96,18/08/2016,9127187
13,21/06/2018,3005032
67,09/06/2018,7285030
29,02/07/2018,1716762
40,19/12/2018,1018669
28,01/06/2018,9396486
54,09/02/2019,9911119
49,28/06/2017,5911371
100,16/03/2018,4032952
10,01/06/2019,1723777
28,12/03/2018,3384131
76,15/02/2017,6691256
31,22/06/2016,7801748
2,13/01/2019,1394574
40,07/02/2017,2419697
3,11/03/2019,7265418
78,05/09/2018,5988485
32,26/06/2018,2515249
60,19/05/2018,1449247
11,17/12/2016,8651346
65,06/10/2016,6768539
18,01/10/2016,6503313
92,13/05/2019,7228548
73,20/09/2016,6564411
39,26/01/2017,6803368
61,23/11/2018,9061205
63,06/08/2018,1544236
85,17/02/2017,4277442
39,07/05/2017,3945499
76,25/09/2018,3006505
26,20/07/2016,9148046
77,03/12/2017,3669662
40,19/08/2018,8836141
73,26/11/2018,8192658
41,01/04/2019,2585475
55,10/12/2017,2693716
29,25/09/2016,9933774
48,07/02/2018,8715559
92,28/12/2018,8827975
35,06/03/2017,8346484
34,10/08/2018,9627627
13,01/04/2017,8590131
85,31/01/2019,4491222
94,23/01/2019,4370536
42,10/05/2019,4630145
58,30/04/2019,4911452
78,19/02/2019,3106718
1,03/07/2016,3825977
9,09/04/2017,6362389
52,09/01/2018,6220041
6,16/10/2018,1338854
87,02/02/2018,5664625
95,20/07/2018,5852709
72,28/10/2017,9424256
66,27/09/2018,9054765
76,27/07/2016,9967850
77,13/06/2018,5488885
4,02/08/2016,5644576
45,26/10/2018,9143160
93,25/03/2019,1604235
12,10/04/2018,8642036
3,30/06/2016,3692960
43,13/12/2016,3145342
69,09/06/2016,950608
21,20/09/2016,6288872
57,19/01/2018,7401069
90,13/06/2016,5693523
5,24/04/2019,7539259
7,05/03/2018,7267412
35,02/06/2017,7645023
5,15/07/2017,2640930
42,17/01/2019,975781
65,02/07/2017,7390485
57,24/03/2019,5979365
31,23/05/2017,5412850
36,05/02/2018,6097743
99,05/07/2018,9137570
4,03/09/2016,5515029
62,17/11/2016,5457707
71,30/10/2017,6162816
8,18/10/2018,7129608
16,12/11/2018,7709999
78,24/07/2018,6584685
82,22/01/2019,2304803
99,13/02/2019,1044125
24,19/07/2016,3041050
19,27/02/2019,9499576
23,25/09/2017,1478556
71,10/07/2018,3857815
2,23/09/2017,2602581
98,22/06/2016,3005459
21,23/09/2016,9075039
74,28/07/2018,1556021
11,20/03/2018,7368112
59,06/03/2019,3593918
89,15/04/2019,7593318
87,21/12/2018,2866905
15,24/10/2017,1800204
19,20/05/2017,4029695
29,08/05/2018,4477278
32,13/04/2019,2576535
86,16/06/2017,1041886
42,04/09/2016,6448918
98,03/12/2018,2615755
9,07/07/2016,4776113
83,09/10/2018,6579775
89,24/01/2019,7747804
62,30/05/2017,2245098
12,12/01/2018,4607205
47,14/07/2018,7550144
36,28/02/2018,4618278
80,24/01/2019,6549892
10,24/09/2018,984699
95,16/06/2018,4146992
83,01/06/2017,4611888
32,31/07/2016,6779820
36,26/12/2017,2168695
1,27/01/2018,7566285
48,21/05/2019,9352209
35,26/10/2016,5363303
59,12/02/2018,4919869
56,22/02/2018,5540842
61,03/07/2016,7478129
51,16/08/2017,4624825
87,24/12/2017,1258646
96,22/05/2019,6468854
93,07/11/2017,5215090
45,07/08/2018,2118388
42,01/03/2019,5868881
62,05/08/2018,5959992
57,28/06/2017,8213105
5,26/10/2018,8086171
37,24/10/2018,6505069
24,27/08/2018,6114867
86,02/03/2017,825361
10,10/06/2018,4765477
99,27/04/2017,9955366
91,03/04/2018,9123583
91,13/07/2016,2793657
78,17/08/2016,8134709
52,03/12/2018,3003458
94,13/02/2018,6097161
43,19/11/2016,9435321
68,19/02/2018,2977809
81,03/11/2018,1281570
9,10/08/2017,2623745
39,08/03/2018,5344906
50,24/06/2018,3376638
16,28/01/2018,4665537
31,18/03/2019,9364376
95,27/10/2016,4817514
91,28/01/2018,8253775
16,25/01/2019,855729
58,19/12/2016,5825244
54,27/01/2019,6189643
26,24/11/2018,5816108
81,05/12/2018,9427042
81,08/03/2019,2408942
67,25/08/2017,2610302
38,26/10/2017,6820684
4,27/05/2018,2290878
74,17/11/2016,9096754
10,27/12/2018,1035036
27,07/01/2017,8149460
58,26/09/2016,7954493
11,09/08/2017,2988883
73,31/01/2017,4793695
52,07/10/2018,3170936
86,27/06/2016,6119279
30,03/08/2016,8254630
78,13/02/2017,8243366
62,19/04/2019,733289
13,08/07/2017,7438413
5,08/01/2019,1506829
61,16/12/2017,4818679
95,05/05/2019,1365590
45,18/12/2018,9446437
30,14/04/2017,4503487
36,28/01/2017,6829486
92,26/12/2016,5237531
21,01/08/2017,8214361
83,12/04/2017,1870500
28,29/06/2017,5881111
23,26/08/2017,2776294
80,27/03/2017,5346272
62,14/07/2017,6216944
6,30/11/2017,8229708
100,17/01/2017,8995957
84,01/05/2018,1772061
61,01/03/2019,7022661
83,01/03/2018,2302686
87,07/09/2017,5352574
66,08/08/2018,7605100
34,15/08/2018,7431424
20,25/04/2019,8744272
11,20/03/2018,6687418
22,03/02/2017,9700031
92,26/09/2018,5655008
16,18/06/2017,3451813
69,02/09/2018,3978914
91,13/03/2018,7292246
79,14/01/2017,4406870
69,30/09/2016,683876
84,15/11/2018,1308449
41,22/05/2018,7729760
12,10/12/2016,993095
93,09/03/2017,1434545
73,09/04/2018,642409
41,21/04/2017,4532022
24,15/11/2017,4812995
87,30/03/2019,2471494
95,01/03/2018,4917206
52,04/04/2018,1881787
73,03/01/2017,594374
11,19/07/2018,7389699
90,10/12/2018,1615708
10,10/11/2017,1392487
12,25/07/2016,8300735
98,20/01/2017,3207688
34,20/12/2017,1945330
56,16/01/2017,5499755
8,25/07/2016,5271275
4,16/06/2018,2687582
69,16/06/2017,3677984
31,24/05/2017,6285047
40,02/12/2017,9847514
82,09/09/2018,5605289
24,01/09/2017,6269097
37,14/01/2017,5642644
30,21/12/2018,3246843
79,02/07/2017,1191564
49,05/07/2017,9130038
99,09/12/2017,7909454
43,21/02/2017,3449819
25,22/08/2017,1759358
76,02/12/2018,4927897
50,12/01/2019,2601568
37,06/02/2018,9609815
57,14/03/2019,2522494
37,19/03/2018,4464193
67,07/04/2017,8981649
45,10/08/2017,2144204
49,11/05/2017,5903674
81,16/09/2017,1282583
64,22/02/2019,6132321
1,06/08/2018,8266956
16,16/10/2018,6717811
57,07/11/2016,4425219
49,28/11/2016,5004307
16,07/01/2018,2214672
85,07/01/2018,4375184
51,02/04/2019,6406967
55,26/12/2018,4482510
11,04/02/2019,8335726
38,08/02/2018,4897756
9,04/08/2016,5213924
67,08/11/2017,8154462
56,01/10/2016,9912017
55,14/10/2017,1245245
31,12/06/2018,1132266
90,21/07/2016,4020848
97,15/01/2017,2274298
38,28/02/2018,5647578
60,25/08/2017,7227939
7,15/10/2018,6727993
39,22/05/2017,7924247
38,29/09/2017,3689421
6,02/06/2018,2741520
85,21/03/2018,2751435
90,30/04/2017,4960896
86,09/07/2018,7460332
66,07/07/2018,5205683
90,14/03/2019,6389690
86,12/12/2016,3977053
96,25/10/2016,1177536
