idventa,numregistro,iddueno,idasesor,FAquisicion,ValorPropiedad
94,90,113,35,17/11/2010,9513456
95,60,70,20,07/08/2014,8392408
96,97,178,44,05/10/2011,7996035
97,22,87,17,07/04/2014,7284762
98,64,13,9,19/04/2016,7928484
99,60,1,4,26/06/2002,6235622
100,44,56,3,28/05/2015,9777566
101,25,75,38,29/12/2007,6755154
102,20,219,28,16/07/2002,5858783
103,10,171,32,30/03/2004,5571827
104,44,97,19,16/03/2011,3301532
105,13,5,5,27/10/2011,9100139
106,30,215,50,01/03/2005,3363959
107,53,148,44,13/01/2014,3598663
108,92,3,27,30/06/2008,1968483
109,19,247,34,14/11/2016,2955271
110,9,231,49,19/12/2008,679419
111,31,31,7,14/06/2005,945421
112,28,277,6,07/07/2007,9384483
113,73,275,6,14/12/2005,7829375
114,5,95,44,17/04/2014,8743324
115,99,136,4,25/09/2015,9554299
116,97,162,46,07/09/2016,2407654
117,23,292,15,25/09/2004,3379845
118,99,82,27,27/05/2003,6542125
119,34,76,34,22/09/2011,2703726
120,26,129,36,30/12/2013,9114680
121,47,32,50,17/10/2013,9324957
122,57,175,37,03/01/2010,9496145
123,65,277,27,30/01/2006,860632
124,18,47,25,16/10/2002,948476
125,74,208,7,20/06/2005,8685442
126,73,12,41,16/07/2007,9516675
127,95,107,35,19/10/2011,9618612
128,11,122,8,23/08/2006,2201361
129,68,27,44,06/02/2010,4631846
130,20,238,26,16/08/2009,1389960
131,85,223,48,29/11/2007,5270234
132,97,104,49,01/06/2009,1021072
133,6,170,14,16/10/2006,4898642
134,39,116,46,14/02/2011,1524131
135,53,285,47,30/06/2005,8306402
136,57,114,29,27/04/2005,4873326
137,56,154,8,23/12/2016,7967270
138,70,38,11,18/02/2001,2402601
139,60,290,10,13/10/2008,3508529
140,3,286,2,27/06/2013,5727619
141,11,171,19,09/01/2012,7160490
142,71,161,25,09/10/2000,4740042
143,69,58,12,21/03/2015,9878726
144,47,240,25,23/08/2014,8820071
145,36,208,3,06/10/2011,9944813
146,26,214,2,28/12/2006,8945134
147,7,199,8,26/12/2011,6828067
148,30,55,47,02/09/2000,4060576
149,65,2,22,30/03/2014,3696123
150,83,122,16,13/08/2010,4257021
151,42,134,11,14/03/2005,4993641
152,22,36,16,17/03/2002,1219625
153,18,197,17,12/03/2016,5951040
154,23,78,3,11/09/2009,2363195
155,39,118,42,04/01/2006,2578880
156,32,269,45,05/12/2011,7034450
157,35,255,12,03/08/2002,2704177
158,34,95,26,14/12/2004,2993068
159,18,26,16,30/01/2002,8600001
160,51,139,2,09/01/2014,4430408
161,96,91,33,06/01/2016,1868833
162,97,24,34,05/11/2004,6832662
163,54,258,50,07/10/2002,2724919
164,90,110,44,16/10/2005,3363460
165,45,100,49,18/11/2000,5921512
166,57,200,7,16/02/2010,7847957
167,12,6,10,21/04/2016,503217
168,36,68,49,16/02/2006,5183335
169,30,164,49,27/10/2013,7603627
170,39,239,1,07/03/2007,2995252
171,2,293,13,28/09/2007,7908142
172,27,68,25,09/02/2006,2005840
173,45,299,11,21/04/2015,7141559
174,20,164,13,13/01/2012,1782733
175,23,230,45,11/06/2006,4116219
176,86,210,14,30/12/2016,1725359
177,83,48,37,13/11/2010,3476996
178,35,252,28,25/02/2003,535787
179,18,281,6,04/12/2009,9430173
180,67,279,8,18/07/2006,3509934
181,16,80,5,04/04/2015,693959
182,45,216,42,15/03/2016,9370966
183,73,54,50,13/04/2010,621838
184,36,84,50,02/05/2009,4770125
185,85,247,39,11/03/2015,5637341
186,49,291,30,05/06/2012,8077528
187,50,200,48,18/08/2003,1260672
188,65,271,14,03/10/2010,7608096
189,40,274,39,11/05/2016,8291736
190,70,48,13,28/07/2009,7619252
191,78,263,26,02/01/2004,7523594
192,98,26,25,20/03/2004,3042551
193,90,149,42,13/10/2006,2549216
194,44,181,32,29/08/2001,1184682
195,27,247,7,30/06/2015,1838580
196,18,34,25,08/10/2004,824806
197,71,105,8,24/03/2010,1291137
198,38,222,11,18/10/2008,1679495
199,84,165,15,16/10/2006,5379089
200,1,300,13,16/08/2002,724602
201,42,282,18,20/11/2001,5155361
202,46,10,5,20/08/2010,5440777
203,14,300,31,01/04/2011,9118999
204,30,213,47,02/12/2002,8537789
205,24,214,23,05/10/2014,9001689
206,2,252,46,27/10/2002,4784273
207,2,236,16,09/04/2003,2968572
208,99,139,13,23/04/2011,1410701
209,94,129,49,06/10/2016,587609
210,92,28,43,16/08/2011,4208631
211,4,290,27,28/08/2006,9894376
212,67,62,39,18/11/2002,6306942
213,78,126,45,09/06/2013,960561
214,97,297,32,07/08/2000,5854760
215,80,136,23,23/01/2017,5752922
216,28,105,40,22/10/2000,1724576
217,14,262,5,12/12/2011,2533376
218,66,276,26,21/05/2013,5303597
219,31,186,6,21/06/2010,5865104
220,18,286,11,03/06/2010,6700287
221,4,47,25,01/06/2011,1546659
222,14,190,22,16/05/2017,6011585
223,23,252,30,01/12/2003,2312773
224,4,272,39,01/02/2010,2199505
225,97,282,40,18/12/2006,4136399
226,43,163,9,15/02/2015,6512230
227,27,227,29,20/06/2016,2699376
228,62,38,11,06/11/2003,5191263
229,51,21,36,10/05/2008,4515124
230,12,156,10,22/05/2013,9988017
231,83,128,35,19/07/2014,1633201
232,34,140,17,11/01/2009,5271935
233,1,222,6,05/04/2003,2412939
234,86,173,36,02/06/2014,1299434
235,43,189,36,22/05/2003,934367
236,15,96,47,07/03/2015,3909501
237,10,225,10,07/11/2002,3307408
238,37,98,1,16/08/2011,7533058
239,86,97,26,06/06/2011,4893741
240,14,231,10,07/11/2011,4895068
241,88,124,27,28/06/2012,9207404
242,26,68,29,14/10/2004,7818618
243,30,41,38,29/09/2000,2528714
244,72,181,50,27/05/2016,7076214
245,72,204,31,01/03/2011,3036415
246,16,87,28,29/03/2015,7034674
247,68,165,9,31/10/2005,6512975
248,27,22,22,22/08/2003,6934846
249,97,99,4,15/04/2005,4384666
250,18,173,4,22/05/2017,1326994
251,39,75,28,29/04/2012,3493803
252,32,210,50,21/12/2005,9435828
253,20,196,11,16/03/2007,9893635
254,67,15,1,12/11/2006,9924812
255,55,85,30,14/08/2001,960440
256,68,86,8,08/12/2001,5304956
257,49,162,33,29/04/2009,6169917
258,9,186,33,29/03/2017,2841515
259,18,295,46,27/10/2002,6446668
260,93,200,5,05/05/2002,3259827
261,24,273,21,26/04/2009,8955871
262,14,231,37,04/05/2004,3099314
263,34,241,46,02/10/2000,2761406
264,88,116,38,30/10/2001,4139201
265,94,242,33,16/03/2007,699510
266,67,220,33,23/03/2002,4050212
267,32,66,21,18/06/2014,2672492
268,74,222,33,13/04/2004,4380959
269,77,238,12,09/05/2009,7670294
270,9,300,3,17/06/2008,3635210
271,24,24,40,26/11/2011,6910271
272,11,245,33,22/09/2009,7902055
273,73,273,9,17/09/2005,632882
274,90,144,4,26/05/2010,8508923
275,53,260,9,10/02/2005,3344835
276,68,259,10,16/07/2004,6364328
277,22,269,13,23/02/2004,2460459
278,49,287,22,02/10/2005,9211398
279,47,151,14,20/11/2011,9093137
280,89,143,17,15/02/2014,5159693
281,61,136,17,17/10/2006,1547035
282,94,261,47,06/08/2008,2619684
283,15,138,19,20/11/2002,9873762
284,53,116,27,01/06/2006,8123122
285,85,79,36,14/02/2013,8355182
286,1,268,14,14/10/2014,8937742
287,71,169,19,28/06/2002,7655197
288,77,138,45,04/12/2010,4740039
289,87,180,50,05/08/2009,7262791
290,100,183,4,21/04/2017,5901949
291,1,193,40,09/06/2010,5823525
292,3,49,14,30/01/2010,5102060
293,4,14,6,29/09/2013,552461
294,36,149,30,08/01/2008,785742
295,56,128,16,07/07/2008,8739477
296,41,40,44,06/01/2007,8963661
297,39,69,17,29/12/2003,9732469
298,90,104,9,27/12/2016,5922191
299,1,219,41,07/06/2008,1787815
300,28,203,12,12/05/2014,5529941
301,94,143,48,01/02/2012,9800087
302,89,17,21,26/10/2011,1793255
303,2,81,40,08/06/2008,9430338
304,83,2,26,11/09/2016,4846976
305,2,206,17,29/11/2003,8132755
306,32,35,17,18/08/2004,9127282
307,19,192,3,14/11/2003,7318745
308,67,167,13,26/08/2007,4462273
309,3,178,24,20/01/2003,9256920
310,64,297,7,18/08/2008,1287832
311,81,115,36,24/01/2010,4187873
312,85,34,23,27/01/2017,1621691
313,23,222,47,16/03/2017,7095294
314,59,157,13,04/06/2011,5006013
315,25,24,30,08/06/2001,967854
316,72,48,12,14/02/2004,3025455
317,36,107,28,22/01/2009,5669299
318,27,192,35,04/05/2014,5192034
319,73,72,5,24/09/2004,3410638
320,39,164,5,11/04/2006,8041225
321,36,146,32,09/06/2008,7561103
322,20,297,29,11/03/2003,4504570
323,86,274,40,20/02/2017,5132623
324,79,215,19,29/07/2010,6901699
325,52,124,27,18/12/2004,6328706
326,76,42,16,21/12/2010,6262406
327,91,172,41,05/10/2008,654455
328,66,239,37,26/12/2004,3626120
329,43,19,50,25/02/2009,631733
330,87,287,8,25/09/2015,8289711
331,24,299,36,25/03/2015,8588979
332,70,156,20,07/12/2014,4002097
333,91,30,14,19/05/2011,4273927
334,10,66,5,27/04/2004,1209013
335,40,250,25,31/05/2005,4285634
336,23,37,25,30/11/2014,7318511
337,7,163,31,18/07/2012,3585790
338,92,150,43,01/11/2009,582328
339,58,182,7,11/11/2014,1660285
340,84,23,34,02/02/2007,4330342
341,16,257,25,13/07/2006,751878
342,8,135,32,25/05/2013,9260993
343,31,80,46,13/05/2015,2308249
344,10,241,3,27/01/2017,8608033
345,32,272,20,16/11/2011,3123293
346,36,67,19,27/02/2015,800638
347,34,218,31,15/07/2006,9111533
348,33,58,9,13/10/2002,2768091
349,72,109,28,23/05/2009,7673847
350,48,270,47,19/04/2001,3762521
351,93,154,23,26/04/2006,8121195
352,25,189,44,27/10/2000,8826791
353,39,195,48,04/03/2016,5959367
354,58,180,35,11/11/2011,1964033
355,22,150,19,07/10/2001,3473978
356,43,88,48,09/03/2010,6190689
357,61,228,44,14/08/2000,6729376
358,61,7,22,11/08/2009,4511318
359,75,141,10,04/06/2008,1508457
360,47,185,6,06/05/2013,4759262
361,26,261,16,21/06/2009,9504545
362,38,232,14,27/01/2001,1144147
363,92,150,11,28/12/2013,7517852
364,100,250,3,20/12/2015,6408363
365,64,7,13,25/05/2003,3712549
366,78,245,5,28/05/2014,7186872
367,26,104,19,04/07/2010,8489022
368,83,119,15,12/10/2000,3824495
369,96,143,12,27/04/2007,5738240
370,100,223,36,03/08/2010,9057887
371,79,85,28,24/10/2016,6741481
372,85,292,24,30/03/2003,3592663
373,65,26,4,24/10/2004,5927253
374,21,262,43,21/07/2002,687531
375,53,9,19,02/07/2007,9219475
376,98,211,45,25/07/2006,4685827
377,56,127,39,17/02/2012,5938970
378,10,146,48,24/09/2006,5370585
379,37,90,33,23/11/2000,1165693
380,84,256,50,04/03/2010,5028629
381,74,20,25,15/10/2016,9013828
382,61,156,4,24/10/2014,4932616
383,60,141,20,15/02/2011,5464891
384,52,230,48,24/03/2005,2282449
385,36,220,12,17/06/2001,5711260
386,38,56,35,03/04/2003,1446668
387,37,121,30,05/09/2001,5276672
388,37,11,5,21/01/2011,7584135
389,83,280,13,14/05/2007,8917359
390,6,148,43,23/07/2005,6463456
391,73,41,36,05/01/2014,9151816
392,58,24,43,27/01/2007,5292470
393,3,287,38,24/10/2004,4596732
394,48,4,28,17/04/2005,7822755
395,89,269,48,18/10/2009,8804524
396,31,81,44,13/03/2015,7768944
397,73,86,18,02/04/2005,5992866
398,2,201,37,05/03/2001,905605
399,65,160,42,10/01/2016,5239532
400,87,178,17,01/10/2002,8053859
401,73,298,13,30/09/2000,1301660
402,98,106,44,07/05/2008,4824815
403,65,120,33,10/04/2014,8045485
404,82,242,35,19/07/2002,7751672
405,89,212,11,24/12/2015,9292632
406,16,126,47,09/01/2001,5900046
407,93,67,15,26/10/2010,892415
408,74,193,22,04/08/2008,4593271
409,21,202,31,07/02/2007,2954806
410,4,31,26,10/12/2008,5813436
411,18,72,20,03/07/2014,3167556
412,20,118,22,04/05/2016,4527222
413,22,249,46,29/04/2016,9371189
414,12,172,33,24/07/2009,5420156
415,32,94,37,04/08/2001,5474915
416,78,175,45,30/05/2014,4486968
417,77,108,43,26/04/2009,1078325
418,22,90,29,05/10/2003,5480207
419,99,300,31,26/06/2000,3190164
420,82,22,17,22/04/2008,7555964
421,76,42,25,16/09/2008,8985183
422,13,3,27,22/01/2014,1276952
423,45,80,45,20/02/2005,7614709
424,36,87,26,19/10/2010,5863851
425,46,221,5,07/09/2003,5248949
426,86,180,18,30/11/2009,6993504
427,43,42,10,22/11/2007,6564994
428,63,43,32,23/06/2002,3137009
429,28,278,3,08/05/2001,5760650
430,3,122,6,11/10/2001,1587940
431,10,158,43,30/03/2001,4815473
432,4,198,48,17/07/2014,3177541
433,20,280,32,12/04/2013,6752449
434,50,293,26,30/11/2006,2673934
435,47,153,44,18/03/2014,6342698
436,70,274,4,20/09/2010,3683088
437,85,287,10,13/12/2007,7477160
438,62,85,5,04/06/2013,3046528
439,37,104,31,27/08/2006,9543132
440,96,157,9,19/12/2004,6441670
441,45,212,25,31/08/2009,7975439
442,99,116,50,03/02/2008,6678343
443,24,15,7,11/01/2012,6821685
444,67,194,31,06/04/2004,6113116
445,92,198,2,01/03/2014,1935892
446,9,56,16,04/05/2008,5788409
447,5,201,34,18/08/2005,3176495
448,87,200,24,13/11/2000,2854805
449,81,125,42,01/08/2001,8668889
450,41,40,27,23/09/2010,8418054
451,46,263,22,25/05/2013,4604338
452,23,264,31,10/08/2006,8683033
453,89,270,45,09/01/2012,1348818
454,94,101,34,25/02/2001,3077761
455,53,276,41,19/01/2009,1176678
456,19,68,4,24/11/2007,8487393
457,24,203,30,27/10/2004,5417519
458,20,56,40,17/09/2015,4757562
459,92,218,21,07/05/2006,5624571
460,14,118,45,11/05/2006,4076235
461,72,11,6,09/03/2017,3157871
462,43,48,15,21/08/2011,2459061
463,71,239,26,22/09/2008,8665732
464,68,113,47,28/08/2014,1233755
465,40,40,50,04/09/2002,4696382
466,64,73,12,04/01/2002,3860318
467,73,120,18,18/03/2012,1408574
468,85,39,33,19/01/2003,5422528
469,27,253,41,15/03/2013,4088967
470,37,244,36,26/01/2008,5216437
471,33,73,2,03/11/2007,1511552
472,94,299,24,08/12/2001,2074718
473,13,224,15,25/08/2012,3030431
474,82,271,8,15/01/2015,6288988
475,57,92,44,14/05/2007,3209414
476,71,55,36,18/10/2002,4240840
477,36,87,48,24/03/2013,5111283
478,70,246,9,19/07/2005,7946834
479,99,2,38,14/09/2007,9356340
480,58,150,24,18/04/2010,8782919
481,79,58,49,06/04/2001,5628937
482,16,43,37,05/11/2007,6844445
483,10,44,45,11/11/2013,9928204
484,28,38,15,11/05/2003,9919316
485,93,9,32,21/12/2013,9737191
486,88,237,7,17/08/2016,4794043
487,58,120,32,15/04/2010,1280507
488,75,262,11,04/02/2008,6906128
489,18,112,22,11/07/2016,3305894
490,32,152,33,12/06/2014,8897314
491,37,155,49,14/09/2004,6596529
492,70,100,39,05/02/2014,3573744
493,58,59,23,03/01/2007,7427178
494,100,12,6,12/12/2013,4968953
495,97,118,22,17/10/2009,895666
496,55,114,8,07/11/2003,3202450
497,95,175,18,13/03/2015,4083320
498,78,68,46,03/05/2015,1234257
499,97,247,45,15/04/2017,2423548
500,60,121,32,14/05/2015,6938822
501,50,126,34,21/01/2011,570338
502,48,136,41,20/01/2016,7407106
503,57,143,11,03/08/2005,9957387
504,54,159,45,12/02/2003,3417893
505,3,271,31,06/07/2003,5084552
506,15,171,10,24/12/2015,6173198
507,32,250,21,11/04/2011,5937704
508,78,16,23,09/07/2016,4013684
509,90,203,35,08/08/2016,9634534
510,88,256,44,23/09/2015,7790267
511,100,261,50,13/05/2009,4551482
512,96,273,26,20/02/2017,3872882
513,37,72,1,04/11/2009,9351848
514,96,74,30,26/01/2007,7149204
515,19,197,25,23/07/2015,6208391
516,27,53,6,11/11/2015,6306108
517,2,68,33,16/05/2002,7079285
518,81,91,38,01/06/2013,6135603
519,78,102,26,21/01/2014,6549650
520,63,134,47,02/07/2014,8976077
521,61,296,17,10/01/2002,4255648
522,54,146,46,25/05/2011,6100945
523,42,12,2,29/08/2009,2287782
524,89,90,50,03/10/2000,4761840
525,71,263,10,10/03/2006,7340936
526,19,205,40,17/11/2009,8177954
527,68,245,32,08/11/2009,4103394
528,14,37,41,18/07/2011,6903126
529,20,126,47,13/12/2014,4621281
530,59,71,39,14/03/2012,8036572
531,39,265,37,16/11/2013,5769417
532,11,181,37,22/09/2010,6883721
533,58,68,34,14/09/2005,9045158
534,52,39,9,29/04/2001,9998523
535,92,157,10,10/03/2006,5682267
536,16,159,1,01/09/2013,5916628
537,14,23,35,16/11/2009,9319477
538,66,38,5,30/06/2013,5845667
539,89,155,27,23/11/2009,6564414
540,3,247,10,06/10/2014,6133062
541,68,244,7,26/12/2006,7422359
542,32,254,43,07/04/2006,3571777
543,77,290,43,18/10/2003,9023916
544,93,121,4,03/03/2008,8837011
545,91,121,5,19/06/2008,8475040
546,8,20,46,18/01/2010,4919073
547,16,44,45,21/02/2014,4330650
548,19,35,36,17/09/2014,4974604
549,73,175,22,04/03/2005,3170500
550,20,103,4,30/11/2013,2907046
551,98,128,16,15/03/2008,5420467
552,92,32,11,17/01/2009,6962110
553,4,28,3,29/07/2005,4589208
554,44,203,42,03/06/2013,2468358
555,60,133,36,17/08/2003,4641679
556,20,178,3,14/12/2013,6308161
557,29,113,20,08/04/2012,7443315
558,93,293,38,10/10/2000,6375874
559,77,207,30,05/07/2015,6723791
560,13,285,23,18/03/2013,4439823
561,35,225,16,22/07/2008,7038388
562,24,292,16,05/12/2000,5929393
563,47,191,32,30/11/2014,7349874
564,39,80,20,16/10/2011,662907
565,53,166,16,17/06/2006,2477736
566,17,269,43,16/03/2008,9658915
567,99,42,29,19/04/2011,2701684
568,61,272,20,25/06/2007,8888393
569,88,184,48,18/10/2009,7732755
570,55,82,10,20/04/2004,9161089
571,89,71,8,07/02/2016,7753177
572,20,81,31,27/05/2009,5275909
573,93,197,43,15/09/2012,9643887
574,68,89,47,03/02/2011,4396289
575,50,69,29,08/12/2015,5108248
576,69,78,6,24/07/2000,5204261
577,5,87,11,20/08/2002,3502188
578,69,134,18,18/03/2011,8040169
579,71,26,4,08/02/2014,6764199
580,22,37,5,23/06/2015,1636395
581,63,214,34,19/08/2014,4265257
582,76,52,33,19/04/2001,7751043
583,45,171,25,10/09/2007,2883653
584,43,268,37,10/12/2006,1081997
585,16,172,37,10/07/2001,3738228
586,73,280,40,18/09/2013,1093088
587,71,268,48,12/03/2009,7618947
588,88,242,24,29/08/2011,9144657
589,51,216,3,07/03/2010,9716476
590,20,248,3,14/07/2007,1761100
591,1,122,12,16/04/2002,3623213
592,45,142,43,08/10/2015,8008502
593,52,17,9,21/10/2015,5807201
594,91,188,2,09/07/2015,2822101
595,21,79,17,18/10/2009,2062987
596,23,165,29,28/10/2013,5150493
597,34,250,46,26/03/2006,8725354
598,32,158,6,14/11/2000,4538444
599,41,117,24,16/11/2011,9851673
600,76,176,43,11/02/2015,4753253
601,20,184,38,26/12/2005,1989196
602,40,162,13,22/04/2009,8488739
603,19,232,31,16/02/2002,1960317
604,91,125,16,28/02/2012,8064542
605,84,72,16,22/05/2002,8708777
606,93,153,15,23/10/2004,9430091
607,22,92,37,18/09/2009,683656
608,62,265,22,29/12/2003,2351576
609,78,1,47,14/04/2011,531965
610,25,55,10,18/08/2015,3094011
611,74,265,21,27/03/2012,2072006
612,88,141,33,16/08/2004,1254912
613,26,196,8,20/05/2002,6560179
614,2,145,35,22/12/2013,6929703
615,65,239,5,01/03/2002,4787327
616,90,17,4,21/06/2004,5395318
617,96,239,18,26/04/2013,5278272
618,65,93,47,23/11/2005,5266798
619,54,8,28,11/12/2008,4924344
620,50,143,25,25/12/2014,1020385
621,1,253,22,07/10/2005,1086252
622,73,233,34,04/11/2007,1162892
623,56,93,22,14/09/2000,3781134
624,20,74,45,06/08/2012,9213596
625,6,209,9,06/01/2004,4192102
626,2,61,25,02/08/2001,2730530
627,81,131,39,20/04/2006,4142434
628,69,15,1,14/08/2009,8963566
629,96,187,45,23/06/2011,4284872
630,87,143,12,22/11/2013,6396936
631,72,241,6,01/03/2007,7944610
632,44,151,30,16/09/2006,763695
633,46,90,39,28/05/2014,1585218
634,8,169,40,27/08/2015,6816005
635,43,213,48,24/04/2006,4227275
636,84,71,23,13/11/2008,700127
637,90,101,18,07/09/2011,6731289
638,82,289,12,27/09/2003,6704808
639,57,158,28,30/01/2017,1763142
640,71,9,2,05/08/2001,9752363
641,21,199,45,30/04/2007,2655854
642,5,50,47,09/09/2010,7229993
643,60,209,23,28/05/2001,4516401
644,93,223,5,27/08/2013,1286882
645,78,158,6,19/05/2014,2778957
646,18,240,1,19/10/2014,6683918
647,23,299,16,05/09/2006,4086919
648,33,224,4,01/02/2011,3673970
649,37,133,48,23/03/2012,524109
650,16,49,4,08/04/2011,7483798
651,58,43,47,13/01/2015,6758021
652,90,78,25,25/01/2017,4804590
653,97,285,50,05/04/2005,8699975
654,100,253,38,26/02/2002,7894117
655,61,189,32,13/06/2010,1974432
656,39,121,20,24/04/2005,5441325
657,8,138,15,22/06/2014,3180624
658,46,249,17,30/09/2016,6396461
659,61,9,22,11/10/2010,1003523
660,95,136,44,03/03/2012,9219050
661,26,83,4,30/05/2005,6967382
662,65,43,31,20/08/2010,7934565
663,88,94,25,26/12/2014,8517380
664,81,180,3,13/03/2005,4403717
665,57,39,6,26/05/2009,9875582
666,1,241,13,24/01/2002,2543756
667,55,56,10,16/08/2012,9139737
668,18,262,33,21/11/2000,9863748
669,1,294,18,16/08/2008,8662515
670,33,98,33,03/07/2006,4312295
671,62,32,39,20/11/2009,2371452
672,13,125,11,07/09/2011,1578312
673,25,249,5,01/10/2012,5431083
674,82,235,2,29/10/2012,2171955
675,28,139,43,14/05/2011,2946865
676,80,51,11,24/01/2008,3805119
677,14,221,19,18/05/2002,3451659
678,32,200,9,14/02/2007,9853229
679,73,7,34,10/12/2016,1210627
680,2,8,40,18/12/2008,3263686
681,14,146,34,31/01/2009,1084834
682,75,223,44,06/01/2001,9580048
683,92,139,24,27/10/2014,5556833
684,5,131,2,22/01/2004,4178553
685,75,2,46,23/07/2002,9192355
686,85,133,38,12/06/2013,7736215
687,47,38,46,21/08/2012,1478746
688,66,48,10,08/09/2007,7139158
689,16,279,31,27/09/2000,4007904
690,86,74,21,08/09/2007,2329177
691,23,57,41,27/09/2016,5379715
692,1,167,11,22/06/2016,1840864
693,26,186,32,02/02/2001,9264050
694,11,202,24,12/12/2003,5867869
695,17,161,26,11/07/2007,8647225
696,73,29,10,25/07/2006,9601446
697,74,203,2,02/05/2002,4440370
698,60,266,3,18/10/2014,834718
699,14,40,40,11/03/2009,2795077
700,24,272,33,04/05/2004,8762709
701,18,80,10,15/10/2011,8862523
702,32,67,1,01/12/2000,5122118
703,62,168,4,08/01/2004,9178077
704,90,164,50,19/02/2002,9179586
705,37,187,34,01/04/2007,9809812
706,4,109,7,29/03/2004,4999126
707,16,133,5,10/12/2003,3407291
708,58,273,7,19/03/2009,1487611
709,87,26,48,05/01/2003,2426831
710,39,281,24,03/03/2002,7640832
711,98,73,50,11/06/2002,1042258
712,99,287,41,08/08/2011,3643830
713,81,69,43,10/01/2007,8465161
714,76,3,36,25/01/2006,4781347
715,40,172,11,03/09/2016,8955465
716,73,113,28,25/05/2011,6069408
717,85,87,35,09/10/2006,2064525
718,5,246,30,22/08/2004,4923901
719,73,53,24,19/02/2004,2779744
720,9,272,38,06/10/2004,4712853
721,49,257,24,03/11/2003,7686799
722,92,267,41,11/11/2015,2068598
723,25,264,2,26/10/2006,2393345
724,54,295,19,17/12/2011,9539791
725,80,273,38,04/04/2017,3615187
726,43,246,7,18/07/2015,9826215
727,96,264,13,30/09/2001,2701268
728,11,73,5,20/06/2006,2822529
729,100,172,36,25/11/2005,1701836
730,39,226,2,11/07/2011,7917213
731,39,100,30,23/06/2004,8488736
732,82,105,40,12/03/2006,7904540
733,93,173,14,05/03/2016,4610906
734,20,190,39,16/05/2017,4191018
735,99,158,38,24/02/2006,6457390
