numregistro,fecha,precio
79,02/12/2017,7425198
50,23/03/2019,6121538
40,06/06/2018,4959263
61,06/05/2017,2122473
98,03/02/2018,1321492
15,10/11/2016,2572304
95,26/08/2018,7839370
50,17/03/2019,2333587
32,14/10/2016,7123873
8,28/11/2016,3838548
12,12/12/2018,8170147
38,12/03/2018,5653744
41,14/04/2017,6319413
51,16/07/2018,5241884
75,11/11/2018,8078568
100,27/08/2017,7630636
11,11/07/2016,4255493
15,27/02/2019,9490816
2,07/06/2018,2975401
83,13/07/2017,3924692
10,11/10/2018,7021980
88,03/11/2018,9825871
30,13/08/2016,1226935
83,16/08/2016,1617083
39,02/12/2018,4615015
97,21/04/2017,3266037
82,14/08/2017,3385519
62,27/03/2018,3557181
39,22/12/2018,2626059
29,25/08/2018,5979995
22,22/07/2018,7395006
77,05/10/2018,1372207
8,08/12/2017,6715847
8,23/05/2017,1915367
89,28/07/2018,514379
28,11/08/2016,5586314
75,22/05/2017,538048
76,12/06/2016,2298399
88,06/09/2017,1835603
65,04/07/2017,9996223
11,02/11/2018,1733482
17,06/08/2018,4907460
38,29/12/2016,1898318
40,10/03/2018,8360190
83,01/11/2018,508707
48,30/09/2018,4504957
45,08/06/2017,3816952
29,09/06/2018,1084508
67,07/10/2017,5787680
27,29/03/2018,4593731
28,13/09/2018,2359590
70,03/05/2019,2716038
42,24/11/2018,7688990
73,25/11/2018,7841995
25,07/11/2018,2044636
51,29/05/2019,3359901
43,29/07/2016,2278692
93,13/01/2018,8797867
71,28/04/2018,1243704
92,01/07/2018,5758904
72,03/10/2017,1847124
99,04/06/2018,1355778
27,09/01/2018,6329256
15,03/10/2017,7716365
83,05/02/2017,7707280
42,26/02/2019,4294420
27,23/09/2018,2820941
90,12/11/2016,5564435
24,03/09/2016,5569459
56,03/01/2017,5394914
31,03/11/2017,3311886
58,01/05/2017,9812074
6,07/08/2018,5772887
15,01/05/2018,4423893
10,28/07/2016,6237302
90,02/06/2019,4863199
31,24/06/2018,7949971
89,29/09/2017,6017093
75,20/04/2019,2059089
47,25/01/2019,6115733
99,16/07/2017,1460406
49,20/07/2017,5352777
56,04/06/2018,1446169
16,14/08/2017,1324892
75,03/10/2018,6156620
86,14/02/2017,2693897
65,27/02/2017,1611601
39,25/05/2017,9270734
8,05/10/2018,5824083
85,22/09/2017,6739281
91,01/08/2016,3781093
45,17/01/2019,5614380
19,06/03/2018,5887646
90,27/08/2016,4502883
72,27/12/2018,1777099
65,30/08/2016,7810193
16,06/10/2018,9881208
1,25/02/2019,9389909
2,11/11/2016,5157430
94,16/09/2018,2151075
31,09/01/2019,5725928
12,27/04/2018,5219119
16,05/06/2018,1297702
55,27/05/2017,4588157
80,08/04/2017,4924892
18,05/04/2019,7836571
86,16/10/2018,1627711
53,01/09/2018,5325240
35,19/05/2017,1738495
65,28/06/2016,5479656
79,14/01/2017,7376699
70,03/08/2018,7542527
26,05/04/2019,5558939
56,23/08/2018,5953835
92,04/06/2019,3895025
38,29/10/2017,1886818
18,13/02/2017,1278679
37,16/08/2018,7700696
31,21/09/2018,6897225
81,22/07/2017,6256569
34,02/08/2016,8150057
64,12/06/2017,1460138
59,01/08/2018,8434988
58,23/09/2017,4133005
75,10/12/2017,1279664
99,03/10/2018,1272720
53,02/02/2017,3703615
82,02/05/2019,7102886
59,29/10/2017,7144725
64,15/04/2018,8847145
94,17/01/2017,8503980
56,24/06/2018,8101762
12,23/09/2017,2700557
54,21/09/2017,2228686
5,30/05/2019,8519657
50,25/02/2017,7948203
65,19/07/2018,3277502
7,01/02/2019,8859480
93,15/02/2017,5624600
100,08/03/2019,6195520
39,25/01/2017,4731152
96,20/10/2016,8944266
30,22/11/2016,4909627
50,12/11/2018,1921428
28,10/02/2018,5168565
81,19/04/2019,7411879
67,11/04/2019,3977636
11,19/06/2017,2721736
93,20/07/2017,2981507
66,07/05/2018,9145732
14,22/03/2019,1708433
51,23/10/2018,4116859
11,10/04/2018,2505745
39,17/02/2019,9894874
84,21/05/2018,6168122
38,30/03/2017,6401298
44,18/01/2018,9055415
43,16/08/2017,7373236
91,22/05/2019,7019407
21,19/04/2017,6407704
8,14/09/2016,2549802
13,11/10/2017,3814693
38,23/05/2018,7678804
38,14/10/2016,9742928
30,13/10/2017,8070217
62,10/06/2017,4079581
52,14/01/2017,1252668
30,09/04/2019,5393958
60,28/10/2017,4615108
88,20/02/2017,5037465
97,19/03/2018,7173311
12,15/02/2017,978439
60,20/04/2017,9837633
7,13/07/2016,8606522
52,08/05/2017,1330560
36,01/04/2018,6414709
24,26/05/2018,3096341
86,08/06/2016,5975060
31,29/08/2016,694313
34,26/08/2016,1222756
70,08/08/2016,3085014
10,07/10/2017,5633411
25,04/05/2019,7321733
63,01/10/2016,6409886
2,09/10/2016,6809916
51,07/02/2018,1295004
10,01/12/2018,1219878
60,12/08/2017,1166841
2,08/07/2018,8147424
65,04/04/2018,8984218
36,20/01/2019,6691494
22,19/09/2018,8215417
87,05/01/2017,8560878
73,25/04/2018,7299513
71,13/09/2018,9653284
17,21/09/2017,8101680
55,22/11/2017,3254994
59,06/07/2016,9510074
5,29/07/2018,5728259
51,06/09/2018,2630187
2,29/11/2018,3234998
71,07/06/2017,2374150
49,09/04/2018,7459805
43,23/05/2019,2197724
57,26/03/2018,7224198
28,28/03/2017,6222548
57,31/03/2017,3482199
65,21/11/2016,4122276
58,28/01/2018,6281346
61,26/07/2018,995221
2,09/01/2017,8944545
70,09/11/2016,5289274
84,21/05/2019,8374555
72,21/08/2017,7753519
69,02/07/2018,586245
61,19/09/2017,5792922
10,09/04/2017,2861746
15,30/08/2016,5501992
33,31/01/2018,9812707
20,25/02/2018,6918173
2,30/10/2018,6494541
73,28/07/2017,6314496
84,29/04/2018,8457495
100,23/07/2018,3158225
66,21/08/2017,2492268
19,14/04/2018,4978785
84,11/10/2018,1926848
91,23/10/2016,5639247
24,06/09/2017,5579367
8,23/07/2018,3597071
100,01/03/2018,5332765
69,13/05/2017,4202968
24,30/10/2018,1777616
20,22/02/2017,3453456
74,04/10/2018,8885630
96,28/07/2017,9401849
88,31/12/2018,3339288
46,27/02/2018,6855077
36,13/10/2018,5805887
55,02/07/2018,2948013
29,16/08/2018,1173240
20,06/06/2019,4998093
25,09/07/2017,8473962
24,28/09/2018,5209921
20,03/03/2018,2664685
96,15/07/2016,1531391
50,30/01/2018,985000
55,26/11/2016,2235317
23,07/08/2016,3095392
58,03/12/2018,6502947
33,31/10/2017,2884590
4,03/02/2019,7471700
86,13/12/2018,6524077
100,28/11/2017,4277441
18,25/09/2018,3447328
10,26/06/2016,9229361
4,04/06/2019,9465576
5,18/08/2016,8000614
13,17/07/2018,6197637
95,24/02/2018,4433216
42,14/10/2018,894090
32,20/06/2018,4728444
74,04/02/2018,3628987
81,22/09/2016,2231369
36,20/10/2018,2790067
12,05/03/2017,9552293
15,26/08/2017,5087930
75,28/01/2018,9748586
3,20/11/2016,8222702
9,10/12/2018,2232919
36,02/03/2018,8223659
85,07/07/2016,7669681
82,05/03/2018,1334814
74,07/09/2018,2707004
100,24/11/2018,2888862
56,24/06/2018,6355164
2,25/12/2017,2370242
34,30/11/2017,3449969
1,16/12/2018,6689172
14,28/08/2017,1992418
83,05/08/2017,7341706
32,26/08/2017,9413469
49,01/05/2019,9691837
12,06/10/2018,4519761
89,13/05/2017,2533621
73,15/07/2017,3387197
92,07/06/2018,9251799
35,28/07/2016,2672471
32,12/04/2017,5037493
68,03/07/2016,2696065
16,08/10/2016,2980864
49,16/11/2018,3894007
73,14/05/2018,2244403
40,20/07/2018,5807806
31,28/02/2017,634777
24,23/04/2019,8891552
19,25/11/2016,7979122
78,14/04/2017,4826136
97,15/01/2019,9744395
70,08/04/2019,7790152
41,11/03/2019,4439841
82,29/08/2017,5321233
80,27/10/2016,9106513
51,06/10/2016,1680482
96,21/06/2016,7176032
3,25/05/2017,6013966
94,30/10/2016,8184002
23,12/02/2019,5374680
30,08/05/2018,5747771
46,31/10/2018,1111449
70,10/12/2018,6461674
98,06/06/2017,7797691
81,30/12/2018,571393
70,28/07/2017,4697945
35,10/04/2019,9864151
85,13/03/2018,743021
91,12/01/2019,8120732
69,30/11/2017,4218607
25,10/10/2017,9034642
64,04/03/2019,5381602
81,06/10/2018,7943955
84,05/10/2018,4013320
45,04/11/2018,6811739
31,19/08/2016,2239959
64,30/12/2016,6929220
35,17/08/2016,4169158
20,09/11/2017,8334704
34,12/08/2016,2072653
52,20/05/2019,837926
61,25/12/2016,4612933
71,10/09/2016,8411724
13,18/08/2016,5878296
68,12/10/2017,3655035
81,04/07/2017,1724230
80,10/10/2017,7221690
71,04/12/2018,3296171
99,30/08/2017,1317129
35,15/03/2018,8941281
68,02/03/2019,4961681
3,14/11/2016,701458
85,10/05/2018,4875895
68,19/08/2017,1426669
75,28/03/2017,9137849
72,29/10/2018,7692154
1,30/12/2017,9630854
94,25/08/2016,2191127
93,22/03/2017,4520832
73,16/11/2016,1544830
20,08/09/2018,4837309
1,20/11/2017,3785477
100,23/09/2017,1314984
91,16/11/2016,9891003
60,21/10/2016,5015273
70,10/10/2017,6591146
50,01/02/2017,518906
85,16/01/2018,3104174
26,28/03/2018,2476402
41,20/12/2016,1292948
95,11/11/2018,732201
38,20/08/2016,9656068
72,17/08/2018,7656663
42,08/12/2017,4342290
52,01/11/2018,678305
27,11/02/2018,6447551
26,17/12/2017,7744982
74,28/08/2017,2241325
75,22/03/2017,4147166
40,23/07/2016,5500900
38,13/04/2017,1361617
95,14/07/2018,2140000
71,17/11/2018,6229600
57,24/07/2018,2564869
31,20/05/2017,7800479
55,03/12/2016,8068551
38,23/09/2018,3380367
99,28/03/2018,3234558
8,15/12/2016,7827211
77,24/01/2019,5661466
10,10/02/2018,9611267
5,18/12/2017,585521
9,21/05/2018,2485192
43,16/01/2017,8925031
13,02/08/2016,8967400
1,18/07/2018,2814100
29,06/10/2018,3937767
16,31/03/2018,8676839
65,09/07/2017,1761627
79,21/08/2016,3521057
66,22/07/2017,2664212
47,27/12/2016,4821066
6,22/04/2017,8890357
14,27/05/2018,7475042
21,06/08/2018,6882592
45,02/12/2018,4770013
87,19/12/2017,4420134
57,25/10/2017,749490
57,01/08/2017,7034892
42,19/09/2017,1774768
24,23/11/2016,1241212
33,29/09/2017,1580837
76,27/11/2018,4385559
100,31/08/2016,8981785
98,24/10/2016,9229403
48,20/02/2017,3370412
69,20/06/2018,1161963
23,24/04/2017,5008474
13,24/11/2018,7567681
79,23/07/2016,7353473
94,10/08/2018,6748517
98,31/12/2016,850267
67,24/02/2018,4719197
18,02/02/2017,9259815
5,28/10/2016,6616638
33,13/07/2018,2836822
100,24/08/2016,1044893
7,23/02/2018,5589527
44,17/11/2016,6066757
27,25/09/2016,9440414
47,22/02/2017,6812932
85,14/10/2018,4126095
38,11/08/2018,2155880
60,18/03/2017,9371334
19,15/10/2016,7694360
29,20/06/2017,9486133
34,06/02/2017,6624525
34,15/06/2016,607254
90,08/09/2017,1025754
85,16/08/2016,8451944
70,27/12/2016,6210574
70,24/11/2018,2976171
91,10/02/2019,7225283
40,28/03/2017,2708696
23,02/03/2017,3064737
61,02/05/2019,7907080
98,20/12/2018,9328745
74,03/07/2016,574951
85,06/09/2017,4955741
36,10/04/2018,7138691
39,28/03/2019,4206055
87,30/09/2017,6375855
64,28/10/2017,8225922
40,05/03/2017,8535913
96,24/10/2016,8674575
25,16/10/2016,3029314
72,04/08/2018,7030403
7,13/04/2019,4562093
14,12/05/2019,9959486
6,14/05/2018,4604805
29,15/03/2018,8388642
75,17/02/2017,6252125
60,14/09/2016,7518912
23,17/11/2016,2137046
4,14/04/2017,5187719
20,28/12/2017,546808
12,21/12/2018,7552697
29,24/05/2018,4892978
60,10/04/2019,7929594
51,07/09/2018,5547969
12,16/07/2016,4021985
37,10/05/2018,8622358
4,22/11/2018,1500902
45,17/03/2018,8865591
80,07/02/2019,3997497
53,04/05/2019,5413505
99,11/05/2019,8827234
80,18/06/2016,4290312
100,30/05/2019,7511535
43,23/10/2017,7376149
30,02/11/2016,2138051
30,16/10/2018,2051778
25,21/01/2017,7650015
92,27/10/2016,3799025
63,09/09/2018,3974990
5,07/01/2017,4286737
20,06/03/2019,9402418
40,17/07/2017,9584555
18,01/04/2019,1942709
69,30/11/2018,3884713
45,27/10/2016,1174834
64,09/09/2018,626987
79,11/02/2019,8502625
10,24/12/2016,9812689
17,02/12/2018,2093221
99,29/08/2016,2005888
62,02/10/2016,949302
92,07/06/2019,901953
28,29/04/2019,9908240
26,25/02/2017,5277290
46,17/08/2017,6025237
26,30/09/2017,7700718
92,29/08/2016,7754310
53,29/05/2017,4131684
43,11/08/2018,2422803
55,25/06/2016,5508873
76,14/08/2018,8820228
75,24/01/2019,1260112
27,20/06/2016,2891743
4,11/09/2017,8151334
25,09/12/2017,1368182
45,04/12/2018,8767637
47,11/01/2019,5222725
24,17/11/2016,1995371
46,10/02/2019,7923356
16,06/05/2019,9897384
62,24/07/2018,2738847
9,18/06/2017,9671848
71,21/09/2018,5228712
49,01/05/2019,4639496
5,15/03/2019,1608983
58,08/08/2017,1625621
63,19/11/2016,2051278
21,27/04/2017,2543744
96,30/07/2016,8242758
5,17/11/2018,4670761
39,10/04/2017,8724387
2,27/12/2016,6801240
20,29/11/2018,4249622
88,15/05/2017,567004
93,04/09/2017,7568338
76,06/09/2017,9809087
15,25/07/2018,9243899
37,22/06/2018,3087976
47,26/08/2016,6762235
14,20/10/2018,2273337
83,20/02/2018,6308741
9,13/12/2017,9786169
55,26/04/2019,9280417
35,31/12/2018,2990809
67,15/06/2016,5044812
87,11/08/2018,1537358
96,26/03/2018,5650524
5,29/05/2017,9945423
6,29/08/2017,6716972
80,13/05/2019,4255071
87,11/09/2018,4174764
19,21/10/2016,2973056
82,18/07/2016,5396714
95,15/10/2018,7331247
71,13/09/2018,7486008
67,07/07/2016,2339625
82,25/01/2019,2972525
98,21/07/2017,4047188
57,17/12/2017,7185262
44,01/08/2017,8391561
2,30/09/2017,6090033
25,10/05/2019,1114712
21,03/10/2016,8290754
41,25/02/2018,1603501
77,03/12/2017,4213503
73,26/09/2016,8859201
82,15/02/2018,5821838
29,28/10/2016,4565554
53,15/12/2018,5156429
18,24/03/2019,5629455
72,10/11/2018,4181406
85,19/11/2017,562970
83,09/01/2019,6860619
98,21/10/2018,6369951
100,14/12/2017,9790803
7,22/08/2016,4270018
32,21/08/2017,8052471
30,18/11/2018,3481180
58,14/07/2017,1282270
45,28/02/2019,7132418
6,18/01/2018,2720034
71,05/02/2017,7013475
42,12/04/2018,3077113
61,28/04/2018,9225385
93,12/08/2018,1079269
92,04/08/2016,1397377
34,28/03/2018,1057318
15,19/10/2017,727735
30,24/06/2017,2190081
86,29/06/2016,2214704
24,04/05/2019,8339190
79,21/04/2019,3211796
96,05/02/2017,9381402
81,17/01/2017,4736382
63,26/07/2016,5973807
73,29/01/2019,5598987
35,10/03/2019,6999689
89,12/12/2016,3146384
18,16/06/2016,5387871
50,28/07/2018,576279
17,26/02/2017,1802429
5,25/05/2017,5952614
60,18/11/2018,7418396
98,13/05/2019,8906164
66,22/12/2018,2066805
79,28/02/2018,5701120
35,01/06/2019,7343232
27,22/11/2017,713454
69,07/03/2017,4326972
5,03/12/2016,1837559
76,16/08/2018,2275072
10,05/11/2018,4409622
54,06/10/2016,1694288
47,27/03/2018,2352110
61,29/03/2018,2531292
11,29/03/2019,1493585
63,25/07/2017,5485835
77,17/02/2019,9173717
12,02/10/2016,3676501
73,13/05/2018,3040560
68,31/08/2016,621743
18,22/07/2018,5115739
81,26/01/2017,7102211
95,06/08/2018,2376508
47,28/06/2016,4515160
87,14/04/2019,6477010
74,28/04/2017,8541292
41,26/05/2017,1189450
10,22/12/2016,530684
69,29/03/2019,4173732
99,04/05/2018,6933271
47,30/10/2016,1427482
32,21/09/2017,9146452
38,12/09/2016,3037272
92,22/02/2019,5668141
69,01/04/2019,8781800
3,23/04/2017,2945695
48,03/11/2018,663371
44,19/11/2017,6940256
9,26/09/2016,4998790
8,21/03/2017,1121456
14,15/02/2018,3507715
75,02/08/2017,5278538
4,16/02/2019,840517
48,16/05/2019,8443655
14,16/07/2016,9450122
84,21/06/2016,5343025
9,03/04/2017,2917281
26,11/10/2018,8627372
75,15/04/2019,7778454
77,02/01/2019,8254685
8,05/01/2018,7567448
82,17/03/2017,1126340
79,19/05/2018,558817
15,07/12/2018,896219
75,21/08/2016,7919873
25,02/12/2018,4897555
73,22/06/2016,1712626
92,09/04/2017,9352207
45,24/03/2017,8997776
36,10/05/2018,7892693
11,25/01/2018,5398786
2,30/12/2017,2423868
71,27/07/2018,6944038
7,10/10/2018,2933019
19,21/11/2016,6609673
6,17/01/2018,2377301
60,22/12/2016,5655010
46,14/09/2016,2589361
19,09/12/2018,7557949
2,07/09/2016,5682993
55,07/10/2017,9931743
1,20/01/2019,3609592
29,22/06/2018,9167646
79,15/09/2016,7590911
37,24/11/2018,1996432
81,24/12/2016,7115755
79,01/07/2017,5688617
22,11/04/2017,1499900
24,06/11/2018,6864678
62,20/06/2018,7898845
6,02/06/2018,9381260
21,12/06/2016,565173
26,03/08/2017,4207878
91,10/05/2019,574111
45,19/10/2018,5819928
14,04/05/2019,7157907
62,06/09/2018,2481623
35,23/02/2019,7974533
97,25/09/2017,1168636
42,16/02/2019,710728
43,29/05/2019,9562770
38,16/06/2016,7837094
97,07/12/2018,9068675
34,07/11/2016,8816476
92,30/03/2018,9618817
50,01/09/2016,8963315
95,12/08/2016,5812695
87,15/10/2016,3773757
41,17/10/2018,5388108
85,16/10/2018,7472313
28,29/07/2017,4619862
85,31/12/2016,8003899
48,25/01/2018,4105808
43,08/12/2016,9675845
46,02/06/2018,6862033
53,20/06/2018,4078597
95,14/03/2018,2434626
61,29/06/2016,9108887
2,10/02/2018,751527
95,01/11/2018,4176860
55,28/05/2018,6918340
60,02/11/2018,8350769
6,23/09/2016,2504964
80,22/08/2017,8694523
1,26/08/2017,2375919
80,25/07/2018,574439
34,20/09/2018,2669819
83,10/01/2017,5892158
14,15/12/2017,678734
57,17/04/2019,3067046
64,21/05/2018,3066171
