numregistro,fecha,precio
34,31/01/2018,649977
68,06/07/2018,9827607
45,01/02/2017,2059647
84,23/03/2017,5511114
74,08/10/2017,7379935
82,14/04/2017,7775955
4,24/09/2016,7021826
11,23/09/2016,7710487
69,27/01/2018,9282525
7,04/01/2018,1479269
86,31/03/2018,8452758
32,11/08/2017,7319697
87,26/11/2017,6919080
53,10/08/2016,5056694
49,09/06/2017,8783162
12,17/01/2019,1348075
5,07/07/2018,5100854
16,03/11/2018,5179316
86,03/05/2019,3478044
34,18/08/2017,1418215
13,07/02/2018,7447246
20,15/05/2017,2026725
95,05/01/2018,8754458
66,14/04/2017,5386013
49,17/11/2016,765739
90,29/08/2018,6521638
14,19/10/2017,1844397
39,06/05/2018,8096166
16,16/08/2018,2135191
25,18/11/2017,8860021
48,20/05/2019,6952125
75,25/09/2016,4323882
100,09/07/2017,843398
71,03/01/2019,8425642
66,24/08/2016,4328275
75,12/10/2018,7579719
14,31/07/2018,7863473
76,13/05/2019,6768108
68,04/11/2018,6615995
100,29/09/2017,7173298
30,02/02/2017,3819235
83,14/06/2017,2557620
93,09/06/2017,6795762
69,05/04/2018,8187878
12,06/05/2017,5425706
83,13/11/2018,9631592
64,08/04/2019,7687496
78,20/03/2019,3493560
3,07/11/2016,6105485
30,12/12/2018,601398
27,20/11/2017,624243
48,18/11/2017,1171112
57,26/07/2018,1337400
67,25/06/2018,7987407
81,06/02/2019,1102108
65,06/02/2018,7978799
42,11/05/2017,2081431
73,31/10/2017,6873491
100,30/04/2018,933140
97,27/03/2018,6100614
20,12/07/2018,3224386
54,04/12/2018,2530909
43,14/03/2017,8372680
31,11/10/2018,1654207
82,26/09/2016,1117072
61,24/02/2017,6981485
2,24/02/2019,8865077
29,19/05/2018,930814
30,30/01/2018,5629271
40,20/06/2018,2326800
66,02/08/2017,2981794
49,05/12/2016,7765653
86,27/07/2017,6773720
77,31/08/2016,8962405
4,19/12/2016,8726185
98,17/03/2018,7447565
39,06/11/2018,9792111
3,20/04/2018,7103387
65,11/11/2017,4061728
84,15/02/2019,2157146
89,31/05/2019,9911686
86,10/09/2017,2884500
58,22/11/2018,4270806
53,18/08/2016,8129611
4,13/06/2017,7100956
1,07/11/2016,4376619
26,03/01/2018,5060140
48,30/10/2017,2555588
59,22/08/2017,2412960
44,06/01/2017,6578900
95,26/05/2017,6724559
61,31/12/2017,1672791
65,20/12/2017,9871627
13,26/01/2017,9007330
55,01/08/2016,2218300
32,31/07/2017,8358582
96,10/06/2018,7324553
30,16/08/2018,8166900
84,04/03/2019,5434725
51,17/02/2018,2163966
43,14/07/2017,3138312
92,07/04/2019,2265765
31,31/10/2017,5958322
31,20/10/2016,8931047
41,08/04/2017,7787372
8,15/11/2016,3711065
59,21/03/2019,7823168
39,20/05/2019,2380580
80,27/10/2018,2162021
28,14/03/2017,1769847
3,15/09/2018,740958
34,12/06/2018,9703097
67,09/06/2017,2731017
40,22/06/2018,8722253
82,11/05/2019,8352709
53,03/02/2019,9978809
36,15/11/2017,4586577
25,12/06/2017,8749160
67,12/02/2017,2918126
46,01/01/2017,4276848
22,20/02/2018,8557393
31,24/12/2018,9008895
75,21/05/2017,2245972
70,04/08/2017,1347366
95,14/03/2018,602265
8,26/05/2018,9253955
31,26/07/2018,6688895
83,26/01/2019,9540297
27,30/05/2018,5385916
70,03/05/2019,4402525
96,01/03/2018,4982191
99,10/01/2019,7086978
92,27/01/2019,8356136
4,17/04/2018,3193615
39,31/12/2018,8421216
76,12/09/2016,3059640
56,21/11/2018,3043227
41,31/01/2019,5981973
44,30/03/2019,8545330
29,05/01/2017,8915592
15,03/05/2017,2803016
41,31/10/2017,8139217
77,17/06/2018,7978295
86,13/04/2017,7572296
49,17/04/2018,4932168
6,06/11/2017,8535400
73,01/04/2019,922011
1,23/01/2018,4658838
93,10/07/2016,3957614
60,28/02/2017,3290536
92,15/12/2017,6927729
91,09/03/2019,3433446
20,29/07/2018,2539447
10,26/05/2019,4961639
17,04/08/2018,7272044
34,11/02/2017,4041813
37,01/02/2017,2349530
91,05/05/2017,2467602
33,09/01/2017,8031590
8,21/05/2017,6848944
18,16/08/2018,3004471
46,14/09/2018,1375442
81,14/06/2016,6175031
26,23/06/2016,3484980
34,17/04/2018,6153908
39,01/06/2018,2625168
83,25/03/2018,7174925
27,14/06/2018,8129186
14,14/01/2018,3243285
59,11/09/2017,6871845
43,20/09/2018,1467871
72,04/06/2017,4667878
10,07/02/2017,4403663
11,18/02/2018,7052078
61,05/07/2016,3274143
52,27/08/2016,4875658
59,06/02/2019,4842511
24,02/12/2016,2857143
70,06/02/2019,2392576
64,28/08/2016,4814368
37,31/07/2018,7763893
20,05/06/2017,4505459
6,26/07/2017,8003431
7,01/11/2018,2121440
50,20/11/2018,6040492
99,14/12/2018,2991364
99,02/05/2017,3133467
41,19/01/2019,2447361
7,06/01/2018,6152074
19,07/05/2018,7426010
76,14/02/2019,4209122
40,23/10/2017,1096943
48,13/10/2018,631318
89,24/10/2016,8074333
26,12/06/2018,9980404
21,11/03/2018,7531607
96,25/11/2017,6338016
81,13/12/2017,3879804
58,02/02/2019,4658620
53,28/02/2017,6407531
70,27/06/2018,2512178
57,27/06/2017,1168787
67,26/01/2018,6598747
66,17/07/2017,9966880
76,23/07/2018,3457878
4,19/04/2019,2413278
67,07/09/2017,8000882
17,20/01/2018,3193595
77,23/07/2016,8069985
4,28/05/2018,2072235
79,24/06/2017,7444721
88,21/02/2017,2406931
88,03/12/2016,4073051
100,17/10/2018,1104774
100,16/01/2019,1607207
97,17/01/2017,4057323
100,26/09/2017,2730369
78,11/04/2017,5705743
4,08/04/2019,8553654
58,18/10/2018,1855160
79,10/04/2019,1216281
96,05/11/2016,3205947
4,18/02/2017,2379654
17,05/01/2019,8166114
27,12/04/2019,1931174
2,09/04/2019,6748581
98,10/10/2016,6743234
45,05/12/2018,8213663
37,24/10/2016,4624810
72,17/05/2019,4150355
3,04/09/2018,883964
68,22/04/2018,4921169
92,15/02/2019,703787
56,09/02/2017,6767212
72,13/03/2018,6565688
48,12/06/2016,5304798
85,06/02/2018,8681891
39,09/12/2018,7110791
71,03/06/2017,5485510
86,01/08/2018,5266275
76,17/06/2016,9577412
70,19/05/2018,6699515
36,01/12/2016,508194
16,19/08/2016,3939460
35,23/11/2016,2926007
100,15/05/2017,2321180
68,25/11/2017,8114433
56,26/06/2016,8474092
65,06/06/2019,6406473
97,21/09/2018,9967604
35,06/09/2017,3288286
100,16/08/2016,4056333
99,17/07/2016,9362113
63,15/06/2017,1183606
9,16/01/2018,6722964
26,07/04/2018,6167005
22,25/01/2019,6899921
31,29/12/2017,6616893
62,14/01/2019,4476774
43,25/06/2016,3955205
23,13/05/2017,7231914
47,26/01/2019,1905076
71,03/06/2018,5612620
33,26/02/2018,9427314
17,11/04/2017,9596225
8,30/09/2018,7851847
60,08/04/2017,9843360
89,08/09/2018,8146806
11,22/08/2018,5012703
92,07/12/2017,5556331
41,23/04/2018,5469424
54,12/02/2019,1841496
26,27/11/2017,4810760
23,29/05/2018,606112
4,13/03/2018,810054
27,12/10/2018,1026676
29,05/01/2019,2585762
23,01/05/2017,6065789
62,25/07/2018,916762
42,19/08/2017,5629770
73,04/02/2017,5703322
49,27/09/2018,7739479
53,23/03/2017,7088526
88,11/05/2018,9036731
29,18/05/2018,9198099
33,28/04/2017,3564375
13,20/05/2017,7811132
24,30/12/2016,1109412
18,01/06/2018,1182950
33,01/01/2018,2348585
11,06/07/2017,6613360
63,05/07/2018,6892795
3,10/10/2017,1690097
76,16/11/2017,5812633
65,18/01/2017,7426837
24,22/10/2017,5855187
5,24/04/2018,5942730
27,23/04/2017,9457073
29,18/07/2016,9571398
89,19/06/2017,2420651
87,14/08/2018,5130081
74,04/10/2018,8088681
13,09/02/2018,8577017
37,09/03/2017,6219028
68,02/07/2016,3928817
28,31/05/2017,5317481
55,03/08/2016,8438029
89,25/01/2018,9340354
29,29/08/2016,8164491
25,25/07/2018,1467061
58,23/09/2018,2280995
34,31/05/2017,7811703
77,03/12/2018,651895
24,07/04/2019,6005968
49,04/05/2019,2585227
37,07/09/2016,7497110
19,10/01/2017,5673332
99,02/07/2018,1580527
35,25/03/2018,5376496
2,14/01/2019,8640047
63,27/12/2018,4135909
30,01/11/2016,9786378
93,26/05/2019,3141406
88,13/12/2018,4100220
72,16/06/2016,5003444
86,23/08/2017,5695610
38,23/10/2016,3307668
8,26/09/2018,5912446
65,20/01/2018,3102238
23,03/10/2018,6533972
25,29/07/2017,7373471
17,27/01/2017,9527536
49,24/08/2017,7115851
57,24/01/2019,5044448
5,24/04/2018,1301309
41,18/11/2017,7645233
57,26/10/2016,1524963
57,22/07/2018,7803780
45,12/01/2019,4050011
8,30/04/2017,3093307
99,12/06/2018,5768797
53,23/03/2018,1944162
90,24/12/2017,3025006
27,21/02/2018,7451310
94,29/05/2019,3738897
24,10/12/2016,2806389
92,21/08/2017,9733282
5,05/12/2016,8330509
91,22/03/2018,7627340
78,27/10/2016,2180699
88,07/05/2019,7787432
39,23/05/2019,8122338
19,09/04/2017,1589594
4,12/01/2018,2044158
29,16/04/2019,9580489
32,23/06/2017,1011681
90,20/04/2017,3598649
25,19/01/2019,3687108
8,20/10/2017,7993138
71,28/04/2017,2677792
100,05/02/2017,8865433
74,09/12/2016,7828411
9,26/12/2018,9714798
86,27/07/2017,7747523
24,05/11/2017,3721614
89,25/04/2017,7944166
64,29/05/2019,1706298
48,12/11/2016,4995783
42,27/03/2017,7548629
47,26/08/2018,6992775
79,01/10/2016,7452706
61,02/07/2018,9799226
49,12/10/2016,2043041
85,05/10/2016,6479621
1,14/01/2019,2232409
95,01/08/2016,8800457
43,30/05/2017,999367
44,10/12/2017,3075732
6,12/09/2017,6483156
88,20/07/2016,1069941
5,31/07/2018,6866692
19,11/01/2019,9594411
8,30/11/2016,6344693
10,27/05/2019,949095
16,19/04/2018,2310378
60,18/07/2018,5848905
68,20/03/2017,1887858
70,15/05/2018,8450282
12,30/12/2018,8098220
59,19/03/2019,5807449
6,22/01/2017,1474680
57,06/02/2017,7910437
38,22/07/2018,1239306
92,28/11/2018,8185863
82,04/05/2017,5150249
35,15/01/2017,1024632
18,12/03/2017,9353962
85,01/09/2017,3776325
16,18/11/2018,5540424
47,04/08/2016,8501483
43,26/06/2017,1255138
51,28/02/2017,4211109
18,28/11/2017,2646289
63,14/11/2016,5063378
16,08/03/2018,3199055
15,18/08/2016,6294260
5,14/11/2018,4514112
35,22/03/2017,7087863
9,13/01/2019,9122420
61,22/12/2017,5825910
38,11/12/2016,1313955
65,04/07/2017,9822365
9,10/10/2018,3317255
57,25/05/2019,4031926
18,17/08/2018,612003
31,31/10/2017,2341838
38,18/07/2016,7454533
49,31/03/2018,6472313
85,20/12/2018,4359987
50,29/07/2016,8695716
31,22/06/2017,1568993
25,21/01/2017,4303966
78,13/06/2016,3803421
89,19/03/2018,2925002
82,09/02/2018,3373756
79,24/09/2016,2220002
43,05/04/2018,7869578
87,23/06/2016,4497415
80,14/02/2019,4417177
29,17/07/2018,7063119
62,20/06/2018,5879930
89,14/07/2016,6850152
89,30/08/2016,3797086
49,02/03/2018,6158214
91,03/01/2017,9685348
36,31/12/2018,5026876
88,15/09/2016,4492149
82,15/12/2017,3224161
63,09/03/2017,1160884
11,19/03/2017,8649131
68,27/12/2018,6921434
12,20/12/2016,5685735
19,08/12/2016,7099515
2,15/07/2018,4210500
70,22/12/2016,9084794
23,14/04/2019,1672402
4,05/12/2017,6568900
87,01/09/2017,5837097
24,12/10/2017,598113
51,10/06/2016,4069298
42,13/08/2017,1292401
58,07/01/2018,6360957
91,14/08/2016,7187053
99,12/06/2018,3621491
85,25/12/2016,3980872
51,01/01/2017,9935802
35,24/07/2017,5761330
10,20/01/2018,8660586
25,02/11/2016,5224243
28,06/03/2019,525487
58,19/03/2019,6895980
67,18/06/2017,871400
14,30/05/2019,887898
10,27/03/2019,2121504
57,29/06/2018,8874677
9,03/07/2017,2817276
88,18/10/2016,3463705
1,04/03/2019,9608391
46,08/12/2017,1727721
77,27/09/2016,6994936
60,28/12/2017,3299657
21,17/03/2018,3708422
57,03/05/2019,7824601
99,24/01/2017,5216101
25,24/09/2018,7602522
26,24/05/2017,2279453
31,19/01/2018,3174924
50,25/03/2017,6588799
53,02/09/2018,9420501
2,22/04/2019,570715
14,16/04/2017,3122451
44,11/10/2016,6524881
57,18/02/2017,8483282
40,19/09/2016,2989348
57,11/02/2018,1424304
65,23/07/2017,7063658
9,22/11/2018,1169154
29,15/08/2016,3163578
92,15/06/2018,811046
94,18/11/2016,3187296
43,28/02/2017,7845900
96,24/01/2017,9715138
70,21/01/2018,4632390
91,11/08/2018,1535194
19,16/08/2017,7145576
24,08/11/2016,4590792
23,18/03/2019,7304393
21,03/07/2018,4567829
95,25/02/2019,2856872
58,30/04/2019,2698619
34,30/06/2016,2089773
72,17/04/2019,3140499
49,31/10/2018,9430883
92,10/04/2018,8082175
51,01/09/2016,5289309
43,21/06/2017,9822366
29,09/11/2016,1406426
11,02/10/2017,5290715
32,24/11/2016,4775552
71,31/01/2018,9218801
28,15/08/2016,3467250
18,28/05/2018,601829
48,22/11/2017,2906179
3,22/01/2019,5678617
80,30/10/2016,4548627
24,21/05/2019,5960220
22,04/07/2017,9987335
39,04/03/2019,9251788
83,14/04/2019,3666821
21,03/06/2019,1797722
18,18/10/2016,9462455
42,21/03/2017,5796981
57,08/07/2017,5462216
47,24/09/2016,4153907
38,01/10/2017,4078450
12,26/07/2018,9941201
54,29/11/2017,1129538
28,04/10/2016,3257549
83,28/08/2018,3446724
17,25/04/2018,8724799
62,31/10/2017,7631069
10,13/03/2018,4751591
58,12/07/2017,4852899
9,01/05/2019,5516220
35,27/11/2017,9295552
81,23/09/2016,3962475
13,13/11/2018,727128
71,17/05/2019,4506999
32,16/06/2016,9096480
94,05/01/2019,5135533
30,26/03/2019,637758
30,07/03/2018,4328744
42,31/01/2017,8366224
94,03/02/2019,9461047
13,01/05/2018,9813006
82,12/05/2018,8285627
56,14/06/2017,5488368
57,05/01/2017,8796344
84,06/04/2017,5991285
33,14/11/2018,4773825
22,08/04/2019,5016266
95,12/03/2018,2278918
66,22/03/2017,4599832
80,17/03/2018,9000205
80,05/02/2018,2295602
73,10/08/2016,1576082
85,03/01/2017,1587388
41,16/07/2016,2115455
53,11/08/2016,1810996
95,19/04/2019,2197044
4,15/01/2017,7078733
27,20/02/2018,5550736
2,10/02/2017,3139611
86,22/11/2016,9641665
7,23/04/2018,4672867
46,22/04/2019,3722992
61,02/09/2018,7127045
76,10/11/2018,9940614
17,29/11/2017,3168220
73,18/05/2018,8420702
81,11/12/2016,6398549
90,21/11/2018,7898849
99,22/04/2017,7568877
28,09/04/2018,3272445
17,22/01/2018,6563542
71,15/10/2016,3739974
25,23/04/2018,9858151
44,23/06/2016,2045341
19,03/02/2017,6003384
75,27/10/2018,7596457
11,01/10/2017,9988091
65,28/05/2018,6798337
64,10/03/2017,4595566
30,15/01/2017,1626732
82,21/11/2018,9222416
45,10/09/2016,2833321
18,08/10/2016,7757197
68,26/10/2017,2866791
5,25/01/2018,4632368
87,03/03/2019,3056443
28,28/12/2016,758825
79,14/08/2016,8376731
22,25/01/2018,2274366
15,04/09/2018,1515410
81,02/01/2017,7401848
54,12/12/2018,2675145
15,19/06/2017,9973187
53,06/05/2018,3412388
36,14/01/2019,640912
58,23/06/2018,9585189
65,01/05/2018,9730842
57,29/03/2019,6458661
55,15/04/2018,9610046
63,06/07/2017,4582935
61,22/04/2017,7615165
68,15/11/2016,3669205
28,02/10/2018,7163141
68,13/02/2019,8011309
4,24/01/2019,5111787
98,29/01/2017,6547209
38,06/06/2019,8933673
11,21/03/2018,3632482
85,11/04/2019,6177165
87,22/12/2016,6031063
54,04/12/2017,7064001
54,04/11/2017,2656076
29,28/08/2016,7608546
78,09/05/2018,7815038
52,07/02/2019,7395601
93,30/03/2018,4761992
84,10/07/2018,6519043
16,24/12/2018,8060451
38,11/11/2017,9916420
18,31/12/2017,4262840
65,10/10/2017,1955598
74,14/06/2018,1385138
6,18/06/2016,3014274
9,10/02/2019,9620052
68,11/08/2018,6819481
92,22/01/2019,3691758
84,06/08/2017,1638854
16,24/03/2018,4811859
82,14/08/2016,3147374
79,01/04/2019,6722755
24,18/09/2016,3222474
4,29/11/2018,7539379
54,26/01/2018,3420244
33,29/10/2018,8163089
40,11/07/2018,9225434
58,10/07/2017,2919959
88,15/03/2019,4733723
93,19/05/2019,5732913
16,15/02/2018,4801869
47,18/04/2019,8507892
3,23/05/2019,5942294
100,27/12/2018,7154456
74,21/07/2018,3743134
45,28/01/2018,8366809
41,17/01/2018,6287121
32,01/04/2019,2287825
98,25/04/2017,8569003
48,11/02/2018,6712268
81,04/12/2016,6687738
1,29/01/2018,7723655
50,25/05/2019,2748134
38,29/05/2019,3925958
58,10/01/2018,5659730
81,17/02/2018,6525967
3,14/01/2019,8445976
54,10/02/2017,9638040
39,04/04/2019,3679026
60,15/06/2016,4614930
9,01/03/2017,2575183
35,14/07/2017,6788130
47,05/09/2016,2634228
77,28/01/2017,2362985
81,16/02/2018,8678958
51,27/07/2016,1686912
92,12/02/2019,3595125
85,25/11/2018,9017089
51,02/11/2016,4553016
91,18/09/2017,4885143
49,30/08/2018,2864745
59,21/01/2019,5487299
69,17/08/2017,6501984
14,01/09/2018,6318463
65,20/08/2017,6969585
24,06/11/2018,9168565
86,17/01/2018,2551258
96,23/03/2018,4000931
9,22/01/2019,6758910
90,08/11/2017,6833138
72,06/11/2017,2024352
56,25/11/2016,2391030
19,21/12/2016,5414928
68,10/08/2018,2431440
47,11/07/2018,7874156
19,20/06/2018,5166982
6,17/02/2017,6822763
52,29/04/2018,7957813
74,13/06/2016,3484325
39,02/11/2016,3570948
65,27/03/2017,3324390
9,13/06/2018,5891679
75,01/11/2017,1653916
23,22/06/2018,7142122
66,18/07/2017,1809340
33,24/11/2017,7558687
83,09/06/2018,7645308
87,26/12/2018,4706526
60,14/10/2016,3835060
97,25/09/2017,7757556
7,05/08/2016,5731047
64,23/11/2018,1452642
60,28/06/2016,814160
24,24/05/2017,2677984
29,28/08/2016,8399798
97,28/01/2017,6269925
4,10/02/2019,2226558
43,19/03/2018,2791451
25,22/09/2016,8173633
70,29/04/2017,8764429
5,26/10/2018,4727271
42,12/01/2018,9484998
19,23/06/2018,3316235
79,18/12/2017,1136054
62,25/01/2019,7494841
77,16/01/2017,5908449
32,03/03/2018,9790745
60,16/05/2018,8222419
22,11/11/2016,3437959
23,15/04/2017,4806888
30,11/09/2017,7930866
69,09/11/2017,1676435
100,03/02/2018,5647953
12,01/12/2016,9829429
41,25/04/2017,1359513
78,31/01/2019,3815811
76,03/02/2017,7419610
9,01/05/2019,986201
64,12/11/2017,3344888
66,09/03/2018,6362697
36,13/06/2016,9673089
57,13/08/2018,9664195
39,16/04/2018,3861394
46,17/04/2019,4009160
8,08/09/2017,8014699
57,28/02/2017,8685226
63,10/07/2017,3994421
24,26/10/2018,9574155
6,09/11/2016,6563739
13,15/07/2018,8466667
85,08/07/2016,9880164
23,15/09/2017,8821885
82,15/01/2018,9974199
72,18/10/2018,8955529
65,21/04/2017,1324762
44,23/08/2017,3090170
5,18/09/2016,1743825
7,30/03/2018,5727503
10,18/02/2018,4059470
43,22/11/2018,2477128
81,15/11/2018,9353548
63,12/07/2017,1798723
57,02/06/2018,6486782
46,08/04/2017,6689535
47,22/08/2016,1779097
30,02/04/2019,7527377
20,02/08/2018,3229635
17,19/11/2016,4792286
12,11/06/2017,3814904
33,11/06/2017,6419040
27,11/02/2018,4641763
50,25/12/2016,7548792
96,18/05/2017,4205174
40,03/05/2017,2272688
34,22/10/2018,6091409
43,25/03/2017,7875155
91,12/09/2016,9401420
95,23/01/2019,8451549
91,07/10/2016,7712694
42,06/05/2018,8703601
89,04/12/2018,1831104
7,26/10/2018,1757610
41,29/03/2017,4473933
14,27/07/2017,8728320
33,21/12/2017,9519910
67,11/01/2019,8616091
85,30/03/2017,1594656
46,08/06/2016,6638296
72,20/03/2017,1027071
56,04/11/2016,6043904
72,09/08/2017,5103767
19,03/09/2017,8771799
53,06/09/2017,6228287
89,27/08/2018,849422
83,31/07/2017,6776554
69,18/08/2017,7443776
81,24/05/2018,4748947
61,29/06/2018,4917511
51,20/08/2016,2676198
43,06/01/2017,9558400
35,30/10/2016,2775872
65,14/12/2016,944861
84,08/12/2018,3022426
35,26/01/2018,3384433
8,01/01/2018,6101189
52,28/08/2017,8148574
56,16/11/2018,3304045
42,29/10/2016,2184712
22,28/09/2017,5331723
40,16/06/2017,8514124
30,21/11/2017,5907369
13,24/04/2018,3353611
72,18/02/2019,3337600
35,29/03/2017,857729
46,26/09/2016,9478754
95,16/01/2018,8319919
43,06/06/2018,6370151
17,18/07/2018,874290
61,11/04/2019,5185166
89,09/07/2018,9079288
20,30/03/2017,1734988
15,13/12/2017,2402911
47,12/08/2017,6354085
70,01/08/2017,4582951
52,05/03/2018,4672945
88,08/05/2017,3463460
75,30/08/2016,4124422
86,29/04/2019,9529069
86,21/01/2018,7666920
49,05/09/2016,7923028
27,23/02/2017,3045827
69,22/12/2018,3594891
74,25/07/2017,3360715
67,05/02/2018,7307271
72,30/04/2018,3302821
76,11/03/2019,9714377
59,10/03/2018,9014838
34,30/01/2017,7988990
45,29/03/2017,8246540
33,27/12/2017,6278312
27,10/09/2016,9837158
28,26/08/2018,4774095
43,10/10/2018,9888475
25,18/02/2017,8029696
3,10/10/2016,9946047
82,20/10/2018,5821250
19,07/10/2016,5668080
24,03/01/2017,668703
90,21/09/2017,8380227
84,12/10/2018,3454477
21,09/08/2016,7509047
83,30/08/2016,6300491
